"stage","pathway_name","source","target","n_LR_pairs","summed_probability"
"Non-malignant","ADGRE","Myeloid-CLEC10A-APC","CD8 T",2,0.0410338961765897
"Advanced","ADGRE","Myeloid-CLEC10A-APC","Cell cycle cell",2,0.0273327787044977
"Early","ADGRE","Myeloid-CLEC10A-APC","Cell cycle cell",2,0.0155940761433417
"Advanced","ADGRE","Myeloid-CLEC10A-APC","Mac-Cycling",2,0.00513767623919892
"Early","ADGRE","Myeloid-CLEC10A-APC","Mac-Cycling",1,0.00145628842892245
"Non-malignant","ADGRE","Myeloid-CLEC10A-APC","Mac-FOLR2-LYVE1-resident",1,0.00594874948319519
"Advanced","ADGRE","Myeloid-CLEC10A-APC","Mac-OLFML3-CX3CR1-resident",1,0.00426350163143981
"Early","ADGRE","Myeloid-CLEC10A-APC","Mac-OLFML3-CX3CR1-resident",1,0.00216911853846656
"Non-malignant","ADGRE","Myeloid-CLEC10A-APC","Mac-OLFML3-CX3CR1-resident",2,0.00499498349217386
"Advanced","ADGRE","Myeloid-CLEC10A-APC","Mac-TNF-CCL4-inflammatory",1,0.0066458105305382
"Advanced","ADGRE","Myeloid-CLEC10A-APC","Mono-FCN1-S100A8-S100A9",3,0.0185940308012716
"Early","ADGRE","Myeloid-CLEC10A-APC","Mono-FCN1-S100A8-S100A9",3,0.00982940291221522
"Non-malignant","ADGRE","Myeloid-CLEC10A-APC","Mono-FCN1-S100A8-S100A9",3,0.0369458238467412
"Advanced","ADGRE","Myeloid-CLEC10A-APC","Myeloid",1,0.00159156856901795
"Non-malignant","ADGRE","Myeloid-CLEC10A-APC","Myeloid",2,0.0100784870953927
"Advanced","ADGRE","Myeloid-CLEC10A-APC","Myeloid-CLEC10A-APC",3,0.019848969149113
"Early","ADGRE","Myeloid-CLEC10A-APC","Myeloid-CLEC10A-APC",1,0.00270873829179925
"Non-malignant","ADGRE","Myeloid-CLEC10A-APC","Myeloid-CLEC10A-APC",3,0.0263262627099672
"Advanced","ADGRE","Myeloid-CLEC10A-APC","Other T",2,0.0102549775624078
"Early","ADGRE","Myeloid-CLEC10A-APC","Other T",2,0.00451407733013632
"Non-malignant","ADGRE","Other T","Mono-FCN1-S100A8-S100A9",1,0.00375594834565444
"Advanced","ADGRE","SMC_myoFibroblast","C6-SLC2A1-like",4,0.0538004657203292
"Early","ADGRE","SMC_myoFibroblast","C6-SLC2A1-like",4,0.0451601979092083
"Non-malignant","ADGRE","SMC_myoFibroblast","C6-SLC2A1-like",4,0.0173361497325186
"Advanced","ADGRE","SMC_myoFibroblast","C7-APOBEC3A-like",5,0.080191465743695
"Early","ADGRE","SMC_myoFibroblast","C7-APOBEC3A-like",4,0.137724555396583
"Non-malignant","ADGRE","SMC_myoFibroblast","C7-APOBEC3A-like",5,0.0695783761694914
"Advanced","ADGRE","SMC_myoFibroblast","Mac-Cycling",4,0.0421927853502171
"Early","ADGRE","SMC_myoFibroblast","Mac-Cycling",4,0.030820563427403
"Non-malignant","ADGRE","SMC_myoFibroblast","Mac-Cycling",1,0.00112228778963252
"Non-malignant","ADGRE","SMC_myoFibroblast","Mac-FOLR2-LYVE1-resident",2,0.00995010234743436
"Advanced","ADGRE","SMC_myoFibroblast","Mac-OLFML3-CX3CR1-resident",2,0.0302150382680591
"Early","ADGRE","SMC_myoFibroblast","Mac-OLFML3-CX3CR1-resident",4,0.0393860643202786
"Non-malignant","ADGRE","SMC_myoFibroblast","Mac-OLFML3-CX3CR1-resident",4,0.010872362789191
"Advanced","ADGRE","SMC_myoFibroblast","Mac-TNF-CCL4-inflammatory",2,0.0467786842790589
"Advanced","ADGRE","SMC_myoFibroblast","Mono-FCN1-S100A8-S100A9",5,0.0927231712804559
"Early","ADGRE","SMC_myoFibroblast","Mono-FCN1-S100A8-S100A9",4,0.074299144784968
"Non-malignant","ADGRE","SMC_myoFibroblast","Mono-FCN1-S100A8-S100A9",5,0.0664240401656005
"Advanced","ADGRE","SMC_myoFibroblast","Myeloid-CLEC10A-APC",5,0.108651664714393
"Early","ADGRE","SMC_myoFibroblast","Myeloid-CLEC10A-APC",4,0.0511024486953813
"Non-malignant","ADGRE","SMC_myoFibroblast","Myeloid-CLEC10A-APC",5,0.0466852509569667
"Non-malignant","ADGRG","C6-SLC2A1-like","CD8 T",1,0.00098275326222676
"Advanced","ADGRG","C6-SLC2A1-like","Endothelia",1,0.00400668944376513
"Early","ADGRG","C6-SLC2A1-like","Endothelia",2,0.00609548545172883
"Non-malignant","ADGRG","C6-SLC2A1-like","Endothelia",1,0.0136241596842043
"Early","ADGRG","C6-SLC2A1-like","Epithelia",1,0.00395072703537316
"Non-malignant","ADGRG","C7-APOBEC3A-like","CD8 T",2,0.00446371185161358
"Advanced","ADGRG","C7-APOBEC3A-like","Cell cycle cell",1,0.000605335403208381
"Advanced","ADGRG","C7-APOBEC3A-like","Endothelia",2,0.00362476993981633
"Early","ADGRG","C7-APOBEC3A-like","Endothelia",2,0.0076782053335408
"Non-malignant","ADGRG","C7-APOBEC3A-like","Endothelia",1,0.00642709389319822
"Advanced","ADGRG","C7-APOBEC3A-like","Epithelia",1,0.00111237690490917
"Early","ADGRG","C7-APOBEC3A-like","Epithelia",1,0.0071571790419712
"Non-malignant","ADGRG","Mac-Cycling","CD8 T",1,0.00132364557777525
"Advanced","ADGRG","Mac-Cycling","Endothelia",1,0.000687156460748995
"Early","ADGRG","Mac-Cycling","Endothelia",2,0.001467889824615
"Non-malignant","ADGRG","Mac-Cycling","Endothelia",1,0.00286695728940751
"Early","ADGRG","Mac-Cycling","Epithelia",1,0.00164496861262745
"Advanced","ADGRG","Mac-FOLR2-LYVE1-resident","Endothelia",1,0.00118947883878612
"Non-malignant","ADGRG","Mac-FOLR2-LYVE1-resident","Endothelia",1,0.00482933683232637
"Non-malignant","ADGRG","Mac-NUPR1-IGF2-stress","CD8 T",1,0.0011463468615775
"Advanced","ADGRG","Mac-NUPR1-IGF2-stress","Endothelia",1,0.000483937226537615
"Advanced","ADGRG","Mac-OLFML3-CX3CR1-resident","Endothelia",1,0.000859587873013295
"Early","ADGRG","Mac-OLFML3-CX3CR1-resident","Endothelia",1,0.0011996522343363
"Non-malignant","ADGRG","Mac-OLFML3-CX3CR1-resident","Endothelia",1,0.0071954152647745
"Early","ADGRG","Mono-FCN1-S100A8-S100A9","Endothelia",1,0.0013460659717457
"Non-malignant","ADGRG","Mono-FCN1-S100A8-S100A9","Endothelia",1,0.00320237146598841
"Advanced","ADGRG","Myeloid-CLEC10A-APC","Cell cycle cell",1,0.000484677770363102
"Advanced","ADGRG","Myeloid-CLEC10A-APC","Endothelia",2,0.00313618336760211
"Early","ADGRG","Myeloid-CLEC10A-APC","Endothelia",1,0.0032814629145697
"Non-malignant","ADGRG","Myeloid-CLEC10A-APC","Endothelia",1,0.00308364220317367
"Advanced","ADGRG","Myeloid-CLEC10A-APC","Epithelia",1,0.0008907440115712
"Advanced","AGRN","C7-APOBEC3A-like","Cell cycle cell",1,3.42149988869216e-05
"Non-malignant","AGRN","C7-APOBEC3A-like","Cell cycle cell",1,0.000133341699718226
"Advanced","AGRN","C7-APOBEC3A-like","Endothelia",1,0.000187114743545491
"Non-malignant","AGRN","C7-APOBEC3A-like","Endothelia",1,6.85939340856821e-05
"Advanced","AGRN","C7-APOBEC3A-like","Epithelia",1,0.000392621781165089
"Advanced","AGRN","C7-APOBEC3A-like","Fibroblast",1,0.000137546833609451
"Non-malignant","AGRN","C7-APOBEC3A-like","Fibroblast",1,0.000107921454231092
"Non-malignant","AGRN","C7-APOBEC3A-like","SMC_myoFibroblast",1,0.000127130851849246
"Early","AGRN","Mac-Cycling","Endothelia",1,0.00045448915465345
"Early","AGRN","Mac-Cycling","Epithelia",1,0.00111812921864188
"Early","AGRN","Mac-Cycling","Fibroblast",1,0.00121598806055366
"Early","AGRN","Mac-Cycling","SMC_myoFibroblast",1,0.000555845715067602
"Advanced","ANGPT","Endothelia","C6-SLC2A1-like",1,0.0231031079320903
"Early","ANGPT","Endothelia","C6-SLC2A1-like",1,0.0139340247998543
"Non-malignant","ANGPT","Endothelia","C6-SLC2A1-like",1,0.0124489902933896
"Early","ANGPT","Endothelia","C7-APOBEC3A-like",1,0.0114577062527852
"Advanced","ANGPT","Endothelia","Mac-Cycling",1,0.00969650637942332
"Early","ANGPT","Endothelia","Mac-Cycling",1,0.00593328972162532
"Non-malignant","ANGPT","Endothelia","Mac-Cycling",1,0.0057863167831868
"Advanced","ANGPT","Endothelia","Mac-OLFML3-CX3CR1-resident",1,0.00965969981342224
"Early","ANGPT","Endothelia","Mac-OLFML3-CX3CR1-resident",1,0.00564824378975203
"Non-malignant","ANGPT","Endothelia","Mono-FCN1-S100A8-S100A9",1,0.00563059941718788
"Advanced","ANGPT","Endothelia","Myeloid-CLEC10A-APC",1,0.0153752661020917
"Early","ANGPT","Endothelia","Myeloid-CLEC10A-APC",1,0.00672753259634081
"Advanced","ANGPT","SMC_myoFibroblast","C6-SLC2A1-like",1,0.0314402511497858
"Early","ANGPT","SMC_myoFibroblast","C6-SLC2A1-like",1,0.0262497111927016
"Non-malignant","ANGPT","SMC_myoFibroblast","C6-SLC2A1-like",1,0.00375784349567695
"Early","ANGPT","SMC_myoFibroblast","C7-APOBEC3A-like",1,0.0216326977849478
"Advanced","ANGPT","SMC_myoFibroblast","Mac-Cycling",1,0.0132613285874105
"Early","ANGPT","SMC_myoFibroblast","Mac-Cycling",1,0.0112582072978574
"Non-malignant","ANGPT","SMC_myoFibroblast","Mac-Cycling",1,0.00173846515463634
"Advanced","ANGPT","SMC_myoFibroblast","Mac-OLFML3-CX3CR1-resident",1,0.0132111709789454
"Early","ANGPT","SMC_myoFibroblast","Mac-OLFML3-CX3CR1-resident",1,0.010720101498796
"Non-malignant","ANGPT","SMC_myoFibroblast","Mono-FCN1-S100A8-S100A9",1,0.00169149544750048
"Advanced","ANGPT","SMC_myoFibroblast","Myeloid-CLEC10A-APC",1,0.0209835895242048
"Early","ANGPT","SMC_myoFibroblast","Myeloid-CLEC10A-APC",1,0.0127561081611908
"Early","ANGPTL","C6-SLC2A1-like","B cell_plasma",1,0.000546349629964178
"Early","ANGPTL","C6-SLC2A1-like","C6-SLC2A1-like",3,0.00181055794103844
"Early","ANGPTL","C6-SLC2A1-like","C7-APOBEC3A-like",2,0.00219002824681906
"Early","ANGPTL","C6-SLC2A1-like","Endothelia",2,0.00526265359546742
"Early","ANGPTL","C6-SLC2A1-like","Epithelia",3,0.00148027924605777
"Early","ANGPTL","C6-SLC2A1-like","Fibroblast",5,0.0041784039076824
"Early","ANGPTL","C6-SLC2A1-like","Mac-Cycling",2,0.000819552212117493
"Early","ANGPTL","C6-SLC2A1-like","Mac-FOLR2-LYVE1-resident",1,0.000761300754955162
"Early","ANGPTL","C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident",2,0.000814891116832282
"Early","ANGPTL","C6-SLC2A1-like","Mac-TNF-CCL4-inflammatory",1,0.000292622463899867
"Early","ANGPTL","C6-SLC2A1-like","Myeloid-CLEC10A-APC",1,0.000564026939228221
"Early","ANGPTL","C6-SLC2A1-like","SMC_myoFibroblast",2,0.00253565590157586
"Non-malignant","ANGPTL","Cell cycle cell","C6-SLC2A1-like",3,0.00705135430740771
"Non-malignant","ANGPTL","Cell cycle cell","Mac-Cycling",3,0.00232240314972689
"Non-malignant","ANGPTL","Cell cycle cell","Mac-FOLR2-LYVE1-resident",1,0.00116086538219775
"Non-malignant","ANGPTL","Cell cycle cell","Mac-OLFML3-CX3CR1-resident",1,0.000574717697854784
"Non-malignant","ANGPTL","Cell cycle cell","Mono-FCN1-S100A8-S100A9",1,0.00100740362135195
"Non-malignant","ANGPTL","Cell cycle cell","Myeloid-CLEC10A-APC",1,0.000416162270624685
"Advanced","ANGPTL","Endothelia","C6-SLC2A1-like",3,0.0325955177358236
"Non-malignant","ANGPTL","Endothelia","C6-SLC2A1-like",3,0.00578801350169336
"Advanced","ANGPTL","Endothelia","C7-APOBEC3A-like",2,0.028865919645597
"Non-malignant","ANGPTL","Endothelia","C7-APOBEC3A-like",2,0.00300172860428263
"Advanced","ANGPTL","Endothelia","Mac-Cycling",3,0.0133867614203482
"Non-malignant","ANGPTL","Endothelia","Mac-Cycling",3,0.00146549693103682
"Advanced","ANGPTL","Endothelia","Mac-FOLR2-LYVE1-resident",1,0.00855595575890418
"Non-malignant","ANGPTL","Endothelia","Mac-FOLR2-LYVE1-resident",2,0.00152331728377312
"Advanced","ANGPTL","Endothelia","Mac-NUPR1-IGF2-stress",1,0.00190532939085103
"Advanced","ANGPTL","Endothelia","Mac-OLFML3-CX3CR1-resident",2,0.0222405818735722
"Non-malignant","ANGPTL","Endothelia","Mac-OLFML3-CX3CR1-resident",2,0.00134333717414504
"Advanced","ANGPTL","Endothelia","Mono-FCN1-S100A8-S100A9",1,0.0225507974752379
"Non-malignant","ANGPTL","Endothelia","Mono-FCN1-S100A8-S100A9",3,0.00266859388222818
"Advanced","ANGPTL","Endothelia","Myeloid-CLEC10A-APC",3,0.0262600787945229
"Non-malignant","ANGPTL","Endothelia","Myeloid-CLEC10A-APC",2,0.00218328765275036
"Non-malignant","ANGPTL","Epithelia","C6-SLC2A1-like",3,0.00438025552960197
"Non-malignant","ANGPTL","Epithelia","Mac-Cycling",3,0.00144190769059673
"Non-malignant","ANGPTL","Epithelia","Mac-FOLR2-LYVE1-resident",1,0.000720795227580591
"Non-malignant","ANGPTL","Epithelia","Mac-OLFML3-CX3CR1-resident",1,0.000356769739068858
"Non-malignant","ANGPTL","Epithelia","Mono-FCN1-S100A8-S100A9",1,0.000625472551713358
"Non-malignant","ANGPTL","Epithelia","Myeloid-CLEC10A-APC",1,0.000258327128527092
"Advanced","ANGPTL","Fibroblast","C6-SLC2A1-like",3,0.0257971314643734
"Early","ANGPTL","Fibroblast","C6-SLC2A1-like",3,0.0142505922458079
"Non-malignant","ANGPTL","Fibroblast","C6-SLC2A1-like",7,0.031927452689834
"Advanced","ANGPTL","Fibroblast","C7-APOBEC3A-like",2,0.0228436861760941
"Early","ANGPTL","Fibroblast","C7-APOBEC3A-like",3,0.0180381749082548
"Non-malignant","ANGPTL","Fibroblast","C7-APOBEC3A-like",3,0.00685554299054401
"Advanced","ANGPTL","Fibroblast","Mac-Cycling",3,0.0105750804416539
"Early","ANGPTL","Fibroblast","Mac-Cycling",3,0.00521046523952202
"Non-malignant","ANGPTL","Fibroblast","Mac-Cycling",7,0.00930512104448908
"Advanced","ANGPTL","Fibroblast","Mac-FOLR2-LYVE1-resident",1,0.00676174294492985
"Non-malignant","ANGPTL","Fibroblast","Mac-FOLR2-LYVE1-resident",4,0.00636294559090098
"Advanced","ANGPTL","Fibroblast","Mac-NUPR1-IGF2-stress",1,0.00150366019335987
"Advanced","ANGPTL","Fibroblast","Mac-OLFML3-CX3CR1-resident",2,0.0175882465468587
"Early","ANGPTL","Fibroblast","Mac-OLFML3-CX3CR1-resident",3,0.00738851373539804
"Non-malignant","ANGPTL","Fibroblast","Mac-OLFML3-CX3CR1-resident",4,0.00430721600520813
"Advanced","ANGPTL","Fibroblast","Mono-FCN1-S100A8-S100A9",1,0.0178747299410144
"Early","ANGPTL","Fibroblast","Mono-FCN1-S100A8-S100A9",1,0.0087017799275818
"Non-malignant","ANGPTL","Fibroblast","Mono-FCN1-S100A8-S100A9",5,0.00811858255471984
"Advanced","ANGPTL","Fibroblast","Myeloid-CLEC10A-APC",3,0.0207630043783236
"Early","ANGPTL","Fibroblast","Myeloid-CLEC10A-APC",2,0.00586841608058673
"Non-malignant","ANGPTL","Fibroblast","Myeloid-CLEC10A-APC",4,0.00608920424352872
"Advanced","ANGPTL","SMC_myoFibroblast","C6-SLC2A1-like",3,0.00295567476955668
"Early","ANGPTL","SMC_myoFibroblast","C6-SLC2A1-like",3,0.0063799262741434
"Non-malignant","ANGPTL","SMC_myoFibroblast","C6-SLC2A1-like",3,0.0045517062957723
"Advanced","ANGPTL","SMC_myoFibroblast","C7-APOBEC3A-like",2,0.00261655105108382
"Early","ANGPTL","SMC_myoFibroblast","C7-APOBEC3A-like",3,0.00807676649300986
"Advanced","ANGPTL","SMC_myoFibroblast","Mac-Cycling",3,0.00120409803229911
"Early","ANGPTL","SMC_myoFibroblast","Mac-Cycling",3,0.00232752618293488
"Non-malignant","ANGPTL","SMC_myoFibroblast","Mac-Cycling",2,0.00136084690717044
"Advanced","ANGPTL","SMC_myoFibroblast","Mac-FOLR2-LYVE1-resident",1,0.000770977140023702
"Non-malignant","ANGPTL","SMC_myoFibroblast","Mac-FOLR2-LYVE1-resident",1,0.000749030186804828
"Advanced","ANGPTL","SMC_myoFibroblast","Mac-NUPR1-IGF2-stress",1,0.00017064766566148
"Advanced","ANGPTL","SMC_myoFibroblast","Mac-OLFML3-CX3CR1-resident",2,0.0020098528005224
"Early","ANGPTL","SMC_myoFibroblast","Mac-OLFML3-CX3CR1-resident",3,0.00330082740216249
"Non-malignant","ANGPTL","SMC_myoFibroblast","Mac-OLFML3-CX3CR1-resident",1,0.000370750398292875
"Advanced","ANGPTL","SMC_myoFibroblast","Mono-FCN1-S100A8-S100A9",1,0.00205849082111656
"Early","ANGPTL","SMC_myoFibroblast","Mono-FCN1-S100A8-S100A9",1,0.0039008870414441
"Non-malignant","ANGPTL","SMC_myoFibroblast","Mono-FCN1-S100A8-S100A9",1,0.00064997596398019
"Advanced","ANGPTL","SMC_myoFibroblast","Myeloid-CLEC10A-APC",3,0.00237114790190137
"Early","ANGPTL","SMC_myoFibroblast","Myeloid-CLEC10A-APC",2,0.00262253013248688
"Non-malignant","ANGPTL","SMC_myoFibroblast","Myeloid-CLEC10A-APC",1,0.000268451174251674
"Advanced","ANNEXIN","C6-SLC2A1-like","C6-SLC2A1-like",1,0.0752355547762963
"Early","ANNEXIN","C6-SLC2A1-like","C6-SLC2A1-like",2,0.0847116958569308
"Non-malignant","ANNEXIN","C6-SLC2A1-like","C6-SLC2A1-like",2,0.0945379906497047
"Advanced","ANNEXIN","C6-SLC2A1-like","C7-APOBEC3A-like",2,0.135609157351019
"Early","ANNEXIN","C6-SLC2A1-like","C7-APOBEC3A-like",4,0.135277874447131
"Non-malignant","ANNEXIN","C6-SLC2A1-like","C7-APOBEC3A-like",4,0.140563750617594
"Advanced","ANNEXIN","C6-SLC2A1-like","Mac-Cycling",2,0.0519665306634535
"Early","ANNEXIN","C6-SLC2A1-like","Mac-Cycling",2,0.0522984984194049
"Non-malignant","ANNEXIN","C6-SLC2A1-like","Mac-Cycling",2,0.0738844476072376
"Advanced","ANNEXIN","C6-SLC2A1-like","Mac-FOLR2-LYVE1-resident",1,0.0283289600928432
"Early","ANNEXIN","C6-SLC2A1-like","Mac-FOLR2-LYVE1-resident",1,0.021269696821367
"Non-malignant","ANNEXIN","C6-SLC2A1-like","Mac-FOLR2-LYVE1-resident",2,0.0655487110686046
"Advanced","ANNEXIN","C6-SLC2A1-like","Mac-NUPR1-IGF2-stress",1,0.00707445260042075
"Advanced","ANNEXIN","C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident",2,0.0513242734036369
"Early","ANNEXIN","C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident",2,0.0329062174304061
"Non-malignant","ANNEXIN","C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident",2,0.0802136759105072
"Advanced","ANNEXIN","C6-SLC2A1-like","Mac-TNF-CCL4-inflammatory",1,0.0180410801595756
"Early","ANNEXIN","C6-SLC2A1-like","Mac-TNF-CCL4-inflammatory",1,0.0222951889056567
"Non-malignant","ANNEXIN","C6-SLC2A1-like","Mac-TNF-CCL4-inflammatory",1,0.0134565833786782
"Advanced","ANNEXIN","C6-SLC2A1-like","Mono-FCN1-S100A8-S100A9",1,0.0766049307174033
"Early","ANNEXIN","C6-SLC2A1-like","Mono-FCN1-S100A8-S100A9",1,0.0624344079521734
"Non-malignant","ANNEXIN","C6-SLC2A1-like","Mono-FCN1-S100A8-S100A9",1,0.0541458808535759
"Advanced","ANNEXIN","C6-SLC2A1-like","Myeloid",1,0.012193609594687
"Non-malignant","ANNEXIN","C6-SLC2A1-like","Myeloid",2,0.0221801144048366
"Advanced","ANNEXIN","C6-SLC2A1-like","Myeloid-CLEC10A-APC",2,0.107755256051402
"Early","ANNEXIN","C6-SLC2A1-like","Myeloid-CLEC10A-APC",2,0.124657943374576
"Non-malignant","ANNEXIN","C6-SLC2A1-like","Myeloid-CLEC10A-APC",2,0.0862818969404878
"Advanced","ANNEXIN","C7-APOBEC3A-like","C6-SLC2A1-like",1,0.0409629502706356
"Early","ANNEXIN","C7-APOBEC3A-like","C6-SLC2A1-like",2,0.0635531931964563
"Non-malignant","ANNEXIN","C7-APOBEC3A-like","C6-SLC2A1-like",2,0.117620269516327
"Advanced","ANNEXIN","C7-APOBEC3A-like","C7-APOBEC3A-like",2,0.0739759906649204
"Early","ANNEXIN","C7-APOBEC3A-like","C7-APOBEC3A-like",4,0.101192580974967
"Non-malignant","ANNEXIN","C7-APOBEC3A-like","C7-APOBEC3A-like",4,0.176404248668251
"Advanced","ANNEXIN","C7-APOBEC3A-like","Mac-Cycling",2,0.0276692228583007
"Early","ANNEXIN","C7-APOBEC3A-like","Mac-Cycling",2,0.0388693521257968
"Non-malignant","ANNEXIN","C7-APOBEC3A-like","Mac-Cycling",2,0.092869930005446
"Advanced","ANNEXIN","C7-APOBEC3A-like","Mac-FOLR2-LYVE1-resident",1,0.0150757197829903
"Early","ANNEXIN","C7-APOBEC3A-like","Mac-FOLR2-LYVE1-resident",1,0.0157511756113994
"Non-malignant","ANNEXIN","C7-APOBEC3A-like","Mac-FOLR2-LYVE1-resident",2,0.08237125423923
"Advanced","ANNEXIN","C7-APOBEC3A-like","Mac-NUPR1-IGF2-stress",1,0.00372664916195066
"Advanced","ANNEXIN","C7-APOBEC3A-like","Mac-OLFML3-CX3CR1-resident",2,0.027290086961232
"Early","ANNEXIN","C7-APOBEC3A-like","Mac-OLFML3-CX3CR1-resident",2,0.0243380517421272
"Non-malignant","ANNEXIN","C7-APOBEC3A-like","Mac-OLFML3-CX3CR1-resident",2,0.100823351677114
"Advanced","ANNEXIN","C7-APOBEC3A-like","Mac-TNF-CCL4-inflammatory",1,0.0095535341959889
"Early","ANNEXIN","C7-APOBEC3A-like","Mac-TNF-CCL4-inflammatory",1,0.0165150886725286
"Non-malignant","ANNEXIN","C7-APOBEC3A-like","Mac-TNF-CCL4-inflammatory",1,0.0170376744153245
"Advanced","ANNEXIN","C7-APOBEC3A-like","Mono-FCN1-S100A8-S100A9",1,0.0417366779050257
"Early","ANNEXIN","C7-APOBEC3A-like","Mono-FCN1-S100A8-S100A9",1,0.0467456227224423
"Non-malignant","ANNEXIN","C7-APOBEC3A-like","Mono-FCN1-S100A8-S100A9",1,0.0678109893510189
"Advanced","ANNEXIN","C7-APOBEC3A-like","Myeloid",1,0.00643900595979052
"Non-malignant","ANNEXIN","C7-APOBEC3A-like","Myeloid",2,0.0281002141630706
"Advanced","ANNEXIN","C7-APOBEC3A-like","Myeloid-CLEC10A-APC",2,0.058141460893235
"Early","ANNEXIN","C7-APOBEC3A-like","Myeloid-CLEC10A-APC",2,0.0933885577167084
"Non-malignant","ANNEXIN","C7-APOBEC3A-like","Myeloid-CLEC10A-APC",2,0.108375567520651
"Advanced","ANNEXIN","CD8 T","C6-SLC2A1-like",1,0.0395048478069105
"Early","ANNEXIN","CD8 T","C6-SLC2A1-like",2,0.0205751765600563
"Non-malignant","ANNEXIN","CD8 T","C6-SLC2A1-like",2,0.133573830275413
"Advanced","ANNEXIN","CD8 T","C7-APOBEC3A-like",2,0.0713490729992256
"Early","ANNEXIN","CD8 T","C7-APOBEC3A-like",4,0.032570477800153
"Non-malignant","ANNEXIN","CD8 T","C7-APOBEC3A-like",4,0.201537399759562
"Advanced","ANNEXIN","CD8 T","Mac-Cycling",2,0.0266593010099369
"Early","ANNEXIN","CD8 T","Mac-Cycling",2,0.012348156575765
"Non-malignant","ANNEXIN","CD8 T","Mac-Cycling",2,0.106218268739042
"Advanced","ANNEXIN","CD8 T","Mac-FOLR2-LYVE1-resident",1,0.0145251336777011
"Early","ANNEXIN","CD8 T","Mac-FOLR2-LYVE1-resident",1,0.00496825466736678
"Non-malignant","ANNEXIN","CD8 T","Mac-FOLR2-LYVE1-resident",2,0.0941944930901216
"Advanced","ANNEXIN","CD8 T","Mac-NUPR1-IGF2-stress",1,0.00358903642116078
"Advanced","ANNEXIN","CD8 T","Mac-OLFML3-CX3CR1-resident",2,0.026292502796813
"Early","ANNEXIN","CD8 T","Mac-OLFML3-CX3CR1-resident",2,0.00765801639267538
"Non-malignant","ANNEXIN","CD8 T","Mac-OLFML3-CX3CR1-resident",2,0.115312091642721
"Advanced","ANNEXIN","CD8 T","Mac-TNF-CCL4-inflammatory",1,0.00920274153647949
"Early","ANNEXIN","CD8 T","Mac-TNF-CCL4-inflammatory",1,0.00521197830818066
"Non-malignant","ANNEXIN","CD8 T","Mac-TNF-CCL4-inflammatory",1,0.0195866731512816
"Advanced","ANNEXIN","CD8 T","Mono-FCN1-S100A8-S100A9",1,0.0402521900603645
"Early","ANNEXIN","CD8 T","Mono-FCN1-S100A8-S100A9",1,0.015069422375348
"Non-malignant","ANNEXIN","CD8 T","Mono-FCN1-S100A8-S100A9",1,0.0773583479870692
"Advanced","ANNEXIN","CD8 T","Myeloid-CLEC10A-APC",2,0.0560505334373565
"Early","ANNEXIN","CD8 T","Myeloid-CLEC10A-APC",2,0.0301435323380462
"Non-malignant","ANNEXIN","CD8 T","Myeloid-CLEC10A-APC",2,0.123889058574111
"Advanced","ANNEXIN","Cell cycle cell","C6-SLC2A1-like",1,0.0333647455259428
"Early","ANNEXIN","Cell cycle cell","C6-SLC2A1-like",2,0.0170434967389764
"Non-malignant","ANNEXIN","Cell cycle cell","C6-SLC2A1-like",2,0.0749884770844489
"Advanced","ANNEXIN","Cell cycle cell","C7-APOBEC3A-like",2,0.0602823210132568
