"stage","pathway_name","source","target","n_LR_pairs","summed_probability"
"Advanced","MHC-I","Myeloid","Mac-TNF-CCL4-inflammatory",1,0.00798129909770454
"Advanced","MHC-I","Myeloid","Mono-FCN1-S100A8-S100A9",1,0.00911200727741231
"Early","MHC-I","Myeloid","Mono-FCN1-S100A8-S100A9",1,0.0124926098935921
"Advanced","MHC-I","Myeloid","Myeloid-CLEC10A-APC",1,0.00539190918790946
"Early","MHC-I","Myeloid","Myeloid-CLEC10A-APC",1,0.0206899732663686
"Non-malignant","MHC-I","Myeloid","Myeloid-CLEC10A-APC",1,0.00455100506606255
"Advanced","MHC-I","Myeloid-CLEC10A-APC","C6-SLC2A1-like",1,0.00287754851579786
"Early","MHC-I","Myeloid-CLEC10A-APC","C6-SLC2A1-like",1,0.00205220479492096
"Advanced","MHC-I","Myeloid-CLEC10A-APC","C7-APOBEC3A-like",1,0.0247109953780317
"Early","MHC-I","Myeloid-CLEC10A-APC","C7-APOBEC3A-like",1,0.0257743405961618
"Non-malignant","MHC-I","Myeloid-CLEC10A-APC","C7-APOBEC3A-like",1,0.0192615861132246
"Advanced","MHC-I","Myeloid-CLEC10A-APC","CD8 T",9,0.387590594883158
"Early","MHC-I","Myeloid-CLEC10A-APC","CD8 T",12,0.671910819898536
"Non-malignant","MHC-I","Myeloid-CLEC10A-APC","CD8 T",10,0.335592645169926
"Early","MHC-I","Myeloid-CLEC10A-APC","Cell cycle cell",12,0.395370169940894
"Advanced","MHC-I","Myeloid-CLEC10A-APC","Mac-Cycling",1,0.00636977866228107
"Early","MHC-I","Myeloid-CLEC10A-APC","Mac-Cycling",1,0.00706903339663075
"Non-malignant","MHC-I","Myeloid-CLEC10A-APC","Mac-Cycling",1,0.00124738917585894
"Advanced","MHC-I","Myeloid-CLEC10A-APC","Mac-FOLR2-LYVE1-resident",1,0.00804236741348084
"Early","MHC-I","Myeloid-CLEC10A-APC","Mac-FOLR2-LYVE1-resident",1,0.00759378594232473
"Non-malignant","MHC-I","Myeloid-CLEC10A-APC","Mac-FOLR2-LYVE1-resident",1,0.00428698593100221
"Advanced","MHC-I","Myeloid-CLEC10A-APC","Mac-OLFML3-CX3CR1-resident",1,0.0146715113364012
"Early","MHC-I","Myeloid-CLEC10A-APC","Mac-OLFML3-CX3CR1-resident",1,0.00662270607798511
"Non-malignant","MHC-I","Myeloid-CLEC10A-APC","Mac-OLFML3-CX3CR1-resident",1,0.00487196985458883
"Advanced","MHC-I","Myeloid-CLEC10A-APC","Mac-TNF-CCL4-inflammatory",1,0.00681842723592388
"Advanced","MHC-I","Myeloid-CLEC10A-APC","Mono-FCN1-S100A8-S100A9",1,0.00778568467989882
"Early","MHC-I","Myeloid-CLEC10A-APC","Mono-FCN1-S100A8-S100A9",1,0.00855776673333412
"Advanced","MHC-I","Myeloid-CLEC10A-APC","Myeloid",1,0.00405669183415836
"Early","MHC-I","Myeloid-CLEC10A-APC","Myeloid",1,0.00389918864941045
"Advanced","MHC-I","Myeloid-CLEC10A-APC","Myeloid-CLEC10A-APC",1,0.00460455917515042
"Early","MHC-I","Myeloid-CLEC10A-APC","Myeloid-CLEC10A-APC",1,0.0142103310703758
"Non-malignant","MHC-I","Myeloid-CLEC10A-APC","Myeloid-CLEC10A-APC",1,0.00423562316394007
"Advanced","MHC-I","Other T","C6-SLC2A1-like",1,0.00555248416132517
"Early","MHC-I","Other T","C6-SLC2A1-like",1,0.00270365625825259
"Advanced","MHC-I","Other T","C7-APOBEC3A-like",1,0.046730857276154
"Early","MHC-I","Other T","C7-APOBEC3A-like",1,0.0337018334255109
"Non-malignant","MHC-I","Other T","C7-APOBEC3A-like",1,0.0124252011178636
"Advanced","MHC-I","Other T","Mac-Cycling",1,0.0122511646728665
"Early","MHC-I","Other T","Mac-Cycling",1,0.00929818769160688
"Non-malignant","MHC-I","Other T","Mac-Cycling",1,0.000799449942597005
"Advanced","MHC-I","Other T","Mac-FOLR2-LYVE1-resident",1,0.0154440951708597
"Early","MHC-I","Other T","Mac-FOLR2-LYVE1-resident",1,0.00998675176719866
"Non-malignant","MHC-I","Other T","Mac-FOLR2-LYVE1-resident",1,0.00275052918201166
"Advanced","MHC-I","Other T","Mac-OLFML3-CX3CR1-resident",1,0.0280020899663324
"Early","MHC-I","Other T","Mac-OLFML3-CX3CR1-resident",1,0.00871235013273367
"Non-malignant","MHC-I","Other T","Mac-OLFML3-CX3CR1-resident",1,0.00312651305397173
"Advanced","MHC-I","Other T","Mac-TNF-CCL4-inflammatory",1,0.0131085973675799
"Advanced","MHC-I","Other T","Mono-FCN1-S100A8-S100A9",1,0.0149547380493577
"Early","MHC-I","Other T","Mono-FCN1-S100A8-S100A9",1,0.0112510598086165
"Advanced","MHC-I","Other T","Myeloid-CLEC10A-APC",1,0.00887062177749084
"Early","MHC-I","Other T","Myeloid-CLEC10A-APC",1,0.0186491317753665
"Non-malignant","MHC-I","Other T","Myeloid-CLEC10A-APC",1,0.00271752460180549
"Advanced","MHC-I","SMC_myoFibroblast","C6-SLC2A1-like",1,0.00344502592617609
"Early","MHC-I","SMC_myoFibroblast","C6-SLC2A1-like",1,0.00288283039018104
"Advanced","MHC-I","SMC_myoFibroblast","C7-APOBEC3A-like",1,0.0294570166025306
"Early","MHC-I","SMC_myoFibroblast","C7-APOBEC3A-like",1,0.0358614200498612
"Non-malignant","MHC-I","SMC_myoFibroblast","C7-APOBEC3A-like",1,0.0190528523059723
"Advanced","MHC-I","SMC_myoFibroblast","Mac-Cycling",1,0.00762069050761868
"Early","MHC-I","SMC_myoFibroblast","Mac-Cycling",1,0.00991004563469572
"Non-malignant","MHC-I","SMC_myoFibroblast","Mac-Cycling",1,0.00123362592509418
"Advanced","MHC-I","SMC_myoFibroblast","Mac-FOLR2-LYVE1-resident",1,0.00961856646707482
"Early","MHC-I","SMC_myoFibroblast","Mac-FOLR2-LYVE1-resident",1,0.0106434331976981
"Non-malignant","MHC-I","SMC_myoFibroblast","Mac-FOLR2-LYVE1-resident",1,0.00423982721745341
"Advanced","MHC-I","SMC_myoFibroblast","Mac-OLFML3-CX3CR1-resident",1,0.0175239838830237
"Early","MHC-I","SMC_myoFibroblast","Mac-OLFML3-CX3CR1-resident",1,0.00928601896114528
"Non-malignant","MHC-I","SMC_myoFibroblast","Mac-OLFML3-CX3CR1-resident",1,0.00481840720326404
"Advanced","MHC-I","SMC_myoFibroblast","Mac-TNF-CCL4-inflammatory",1,0.00815672245585765
"Advanced","MHC-I","SMC_myoFibroblast","Mono-FCN1-S100A8-S100A9",1,0.00931204952197391
"Early","MHC-I","SMC_myoFibroblast","Mono-FCN1-S100A8-S100A9",1,0.011989869307923
"Advanced","MHC-I","SMC_myoFibroblast","Myeloid-CLEC10A-APC",1,0.00551073572706831
"Early","MHC-I","SMC_myoFibroblast","Myeloid-CLEC10A-APC",1,0.0198639816313682
"Non-malignant","MHC-I","SMC_myoFibroblast","Myeloid-CLEC10A-APC",1,0.00418902708616895
"Advanced","MHC-II","B cell_plasma","C6-SLC2A1-like",8,0.254772825269579
"Early","MHC-II","B cell_plasma","C6-SLC2A1-like",3,0.0324998118440407
"Non-malignant","MHC-II","B cell_plasma","C6-SLC2A1-like",10,0.607430707197973
"Advanced","MHC-II","B cell_plasma","C7-APOBEC3A-like",8,0.352396060332261
"Early","MHC-II","B cell_plasma","C7-APOBEC3A-like",3,0.0404444817760748
"Non-malignant","MHC-II","B cell_plasma","C7-APOBEC3A-like",10,0.405077473421177
"Advanced","MHC-II","B cell_plasma","Mac-Cycling",8,0.144373145461775
"Early","MHC-II","B cell_plasma","Mac-Cycling",3,0.0318920435520883
"Non-malignant","MHC-II","B cell_plasma","Mac-Cycling",10,0.494839133293258
"Advanced","MHC-II","B cell_plasma","Mac-FOLR2-LYVE1-resident",8,0.206785147784513
"Early","MHC-II","B cell_plasma","Mac-FOLR2-LYVE1-resident",2,0.00621574705678826
"Non-malignant","MHC-II","B cell_plasma","Mac-FOLR2-LYVE1-resident",10,0.680501478466351
"Advanced","MHC-II","B cell_plasma","Mac-NUPR1-IGF2-stress",4,0.0202987856259512
"Advanced","MHC-II","B cell_plasma","Mac-OLFML3-CX3CR1-resident",8,0.195989679083513
"Early","MHC-II","B cell_plasma","Mac-OLFML3-CX3CR1-resident",3,0.0350428555175866
"Non-malignant","MHC-II","B cell_plasma","Mac-OLFML3-CX3CR1-resident",10,0.462440421785598
"Advanced","MHC-II","B cell_plasma","Mac-TNF-CCL4-inflammatory",4,0.0216416206400598
"Early","MHC-II","B cell_plasma","Mac-TNF-CCL4-inflammatory",1,0.00146212033088831
"Non-malignant","MHC-II","B cell_plasma","Mac-TNF-CCL4-inflammatory",10,0.100470503225214
"Advanced","MHC-II","B cell_plasma","Mono-FCN1-S100A8-S100A9",4,0.0173513229388669
"Non-malignant","MHC-II","B cell_plasma","Mono-FCN1-S100A8-S100A9",10,0.190072297010652
"Advanced","MHC-II","B cell_plasma","Myeloid-CLEC10A-APC",8,0.13389585913961
"Early","MHC-II","B cell_plasma","Myeloid-CLEC10A-APC",2,0.00949983100801726
"Non-malignant","MHC-II","B cell_plasma","Myeloid-CLEC10A-APC",10,0.34868092719904
"Advanced","MHC-II","C6-SLC2A1-like","C6-SLC2A1-like",8,0.728356655539414
"Early","MHC-II","C6-SLC2A1-like","C6-SLC2A1-like",10,0.624740869811908
"Non-malignant","MHC-II","C6-SLC2A1-like","C6-SLC2A1-like",9,0.540188551873858
"Advanced","MHC-II","C6-SLC2A1-like","C7-APOBEC3A-like",8,0.983460892805262
"Early","MHC-II","C6-SLC2A1-like","C7-APOBEC3A-like",10,0.763826835523812
"Non-malignant","MHC-II","C6-SLC2A1-like","C7-APOBEC3A-like",9,0.360348035333722
"Advanced","MHC-II","C6-SLC2A1-like","Mac-Cycling",8,0.424545204946573
"Early","MHC-II","C6-SLC2A1-like","Mac-Cycling",10,0.61389868516038
"Non-malignant","MHC-II","C6-SLC2A1-like","Mac-Cycling",9,0.440134972071595
"Advanced","MHC-II","C6-SLC2A1-like","Mac-FOLR2-LYVE1-resident",8,0.598381105370712
"Early","MHC-II","C6-SLC2A1-like","Mac-FOLR2-LYVE1-resident",10,0.281555894878886
"Non-malignant","MHC-II","C6-SLC2A1-like","Mac-FOLR2-LYVE1-resident",9,0.605108320831405
"Advanced","MHC-II","C6-SLC2A1-like","Mac-NUPR1-IGF2-stress",8,0.21072128822892
"Advanced","MHC-II","C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident",8,0.568706745658212
"Early","MHC-II","C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident",10,0.669791221087143
"Non-malignant","MHC-II","C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident",9,0.411338819003698
"Advanced","MHC-II","C6-SLC2A1-like","Mac-TNF-CCL4-inflammatory",8,0.224313227043749
"Early","MHC-II","C6-SLC2A1-like","Mac-TNF-CCL4-inflammatory",10,0.262216058958561
"Non-malignant","MHC-II","C6-SLC2A1-like","Mac-TNF-CCL4-inflammatory",9,0.0894249344778733
"Advanced","MHC-II","C6-SLC2A1-like","Mono-FCN1-S100A8-S100A9",8,0.180739594978043
"Early","MHC-II","C6-SLC2A1-like","Mono-FCN1-S100A8-S100A9",10,0.155832310078549
"Non-malignant","MHC-II","C6-SLC2A1-like","Mono-FCN1-S100A8-S100A9",9,0.169147486182323
"Advanced","MHC-II","C6-SLC2A1-like","Myeloid",8,0.460922381914243
"Early","MHC-II","C6-SLC2A1-like","Myeloid",10,0.48773463292216
"Non-malignant","MHC-II","C6-SLC2A1-like","Myeloid",9,0.321148661816141
"Advanced","MHC-II","C6-SLC2A1-like","Myeloid-CLEC10A-APC",8,0.394812499135369
"Early","MHC-II","C6-SLC2A1-like","Myeloid-CLEC10A-APC",10,0.422389327854557
"Non-malignant","MHC-II","C6-SLC2A1-like","Myeloid-CLEC10A-APC",9,0.310208062847831
"Advanced","MHC-II","C6-SLC2A1-like","Other T",8,0.22135563619456
"Early","MHC-II","C6-SLC2A1-like","Other T",10,0.208227330067942
"Advanced","MHC-II","C6-SLC2A1-like","SMC_myoFibroblast",4,0.0336983057768514
"Early","MHC-II","C6-SLC2A1-like","SMC_myoFibroblast",10,0.329032887323653
"Advanced","MHC-II","C7-APOBEC3A-like","C6-SLC2A1-like",10,1.14495144438897
"Early","MHC-II","C7-APOBEC3A-like","C6-SLC2A1-like",10,0.901522347729837
"Non-malignant","MHC-II","C7-APOBEC3A-like","C6-SLC2A1-like",9,0.79314946783064
"Advanced","MHC-II","C7-APOBEC3A-like","C7-APOBEC3A-like",10,1.52105100003696
"Early","MHC-II","C7-APOBEC3A-like","C7-APOBEC3A-like",10,1.09485192930061
"Non-malignant","MHC-II","C7-APOBEC3A-like","C7-APOBEC3A-like",9,0.532876477935361
"Advanced","MHC-II","C7-APOBEC3A-like","Mac-Cycling",10,0.680793579445308
"Early","MHC-II","C7-APOBEC3A-like","Mac-Cycling",10,0.886342843675671
"Non-malignant","MHC-II","C7-APOBEC3A-like","Mac-Cycling",9,0.648809259098226
"Advanced","MHC-II","C7-APOBEC3A-like","Mac-FOLR2-LYVE1-resident",10,0.948609595384272
"Early","MHC-II","C7-APOBEC3A-like","Mac-FOLR2-LYVE1-resident",10,0.41319448319489
"Non-malignant","MHC-II","C7-APOBEC3A-like","Mac-FOLR2-LYVE1-resident",9,0.886188094669631
"Advanced","MHC-II","C7-APOBEC3A-like","Mac-NUPR1-IGF2-stress",10,0.34281041071214
"Advanced","MHC-II","C7-APOBEC3A-like","Mac-OLFML3-CX3CR1-resident",10,0.903320931822708
"Early","MHC-II","C7-APOBEC3A-like","Mac-OLFML3-CX3CR1-resident",10,0.964425154895544
"Non-malignant","MHC-II","C7-APOBEC3A-like","Mac-OLFML3-CX3CR1-resident",9,0.607052728574819
"Advanced","MHC-II","C7-APOBEC3A-like","Mac-TNF-CCL4-inflammatory",10,0.364584903211903
"Early","MHC-II","C7-APOBEC3A-like","Mac-TNF-CCL4-inflammatory",10,0.385182398306849
"Non-malignant","MHC-II","C7-APOBEC3A-like","Mac-TNF-CCL4-inflammatory",9,0.133669486501123
"Advanced","MHC-II","C7-APOBEC3A-like","Mono-FCN1-S100A8-S100A9",10,0.294636980488593
"Early","MHC-II","C7-APOBEC3A-like","Mono-FCN1-S100A8-S100A9",10,0.230128229595721
"Non-malignant","MHC-II","C7-APOBEC3A-like","Mono-FCN1-S100A8-S100A9",9,0.252036736232058
"Advanced","MHC-II","C7-APOBEC3A-like","Myeloid",10,0.737342557536085
"Early","MHC-II","C7-APOBEC3A-like","Myeloid",10,0.708531857047464
"Non-malignant","MHC-II","C7-APOBEC3A-like","Myeloid",9,0.475647698356993
"Advanced","MHC-II","C7-APOBEC3A-like","Myeloid-CLEC10A-APC",10,0.634371416522129
"Early","MHC-II","C7-APOBEC3A-like","Myeloid-CLEC10A-APC",10,0.615575026670275
"Non-malignant","MHC-II","C7-APOBEC3A-like","Myeloid-CLEC10A-APC",9,0.459643115330024
"Advanced","MHC-II","C7-APOBEC3A-like","Other T",10,0.35985021151289
"Early","MHC-II","C7-APOBEC3A-like","Other T",10,0.306699197784886
"Advanced","MHC-II","C7-APOBEC3A-like","SMC_myoFibroblast",6,0.0615702748547356
"Early","MHC-II","C7-APOBEC3A-like","SMC_myoFibroblast",10,0.481733927666229
"Advanced","MHC-II","CD8 T","C6-SLC2A1-like",6,0.218325840814067
"Early","MHC-II","CD8 T","C6-SLC2A1-like",7,0.229066905440396
"Non-malignant","MHC-II","CD8 T","C6-SLC2A1-like",4,0.0943426977417563
"Advanced","MHC-II","CD8 T","C7-APOBEC3A-like",6,0.3011527819218
"Early","MHC-II","CD8 T","C7-APOBEC3A-like",7,0.283123833880118
"Non-malignant","MHC-II","CD8 T","C7-APOBEC3A-like",4,0.061853477828625
"Advanced","MHC-II","CD8 T","Mac-Cycling",6,0.124111082630545
"Early","MHC-II","CD8 T","Mac-Cycling",7,0.224901209100149
"Non-malignant","MHC-II","CD8 T","Mac-Cycling",4,0.0761315448262622
"Advanced","MHC-II","CD8 T","Mac-FOLR2-LYVE1-resident",6,0.177445622282309
"Early","MHC-II","CD8 T","Mac-FOLR2-LYVE1-resident",7,0.10051628965786
"Non-malignant","MHC-II","CD8 T","Mac-FOLR2-LYVE1-resident",4,0.106343471471356
"Advanced","MHC-II","CD8 T","Mac-NUPR1-IGF2-stress",2,0.0324802165295497
"Advanced","MHC-II","CD8 T","Mac-OLFML3-CX3CR1-resident",6,0.168233813245951
"Early","MHC-II","CD8 T","Mac-OLFML3-CX3CR1-resident",7,0.246450125451077
"Non-malignant","MHC-II","CD8 T","Mac-OLFML3-CX3CR1-resident",4,0.0709535596073011
"Advanced","MHC-II","CD8 T","Mac-TNF-CCL4-inflammatory",1,0.0160652003646297
"Early","MHC-II","CD8 T","Mac-TNF-CCL4-inflammatory",5,0.0702933935745155
"Non-malignant","MHC-II","CD8 T","Mac-TNF-CCL4-inflammatory",1,0.0075197808160009
"Advanced","MHC-II","CD8 T","Mono-FCN1-S100A8-S100A9",1,0.0129043671855285
"Non-malignant","MHC-II","CD8 T","Mono-FCN1-S100A8-S100A9",4,0.0285042959679531
"Advanced","MHC-II","CD8 T","Myeloid-CLEC10A-APC",6,0.115139030047422
"Early","MHC-II","CD8 T","Myeloid-CLEC10A-APC",7,0.152451606918094
"Non-malignant","MHC-II","CD8 T","Myeloid-CLEC10A-APC",4,0.0529905002742815
"Advanced","MHC-II","Cell cycle cell","C6-SLC2A1-like",8,0.341286639853382
"Early","MHC-II","Cell cycle cell","C6-SLC2A1-like",8,0.377831146935958
"Non-malignant","MHC-II","Cell cycle cell","C6-SLC2A1-like",3,0.014046011987125
"Advanced","MHC-II","Cell cycle cell","C7-APOBEC3A-like",8,0.468575369680524
"Early","MHC-II","Cell cycle cell","C7-APOBEC3A-like",8,0.465172992769423
"Advanced","MHC-II","Cell cycle cell","Mac-Cycling",8,0.195063556384188
"Early","MHC-II","Cell cycle cell","Mac-Cycling",8,0.371072279676772
"Non-malignant","MHC-II","Cell cycle cell","Mac-Cycling",3,0.0112747349898401
"Advanced","MHC-II","Cell cycle cell","Mac-FOLR2-LYVE1-resident",8,0.278030763420073
"Early","MHC-II","Cell cycle cell","Mac-FOLR2-LYVE1-resident",8,0.167362806452515
"Non-malignant","MHC-II","Cell cycle cell","Mac-FOLR2-LYVE1-resident",4,0.0198250159611125
"Advanced","MHC-II","Cell cycle cell","Mac-NUPR1-IGF2-stress",7,0.0940763529924831
"Advanced","MHC-II","Cell cycle cell","Mac-OLFML3-CX3CR1-resident",8,0.263736756136567
"Early","MHC-II","Cell cycle cell","Mac-OLFML3-CX3CR1-resident",8,0.405991819816891
"Non-malignant","MHC-II","Cell cycle cell","Mac-OLFML3-CX3CR1-resident",4,0.0130906014241415
"Advanced","MHC-II","Cell cycle cell","Mac-TNF-CCL4-inflammatory",6,0.0937776374785259
"Early","MHC-II","Cell cycle cell","Mac-TNF-CCL4-inflammatory",8,0.155714406534351
"Advanced","MHC-II","Cell cycle cell","Mono-FCN1-S100A8-S100A9",7,0.080540152072321
"Early","MHC-II","Cell cycle cell","Mono-FCN1-S100A8-S100A9",6,0.0722758869594956
"Non-malignant","MHC-II","Cell cycle cell","Mono-FCN1-S100A8-S100A9",4,0.005193946313936
"Advanced","MHC-II","Cell cycle cell","Myeloid-CLEC10A-APC",8,0.181056869668915
"Early","MHC-II","Cell cycle cell","Myeloid-CLEC10A-APC",8,0.252868387306496
"Non-malignant","MHC-II","Cell cycle cell","Myeloid-CLEC10A-APC",2,0.00528986651480057
"Early","MHC-II","Endothelia","C6-SLC2A1-like",5,0.113467138172752
"Non-malignant","MHC-II","Endothelia","C6-SLC2A1-like",5,0.0718974026573995
"Advanced","MHC-II","Endothelia","C7-APOBEC3A-like",1,0.0207751696095882
"Early","MHC-II","Endothelia","C7-APOBEC3A-like",5,0.140820863330562
"Non-malignant","MHC-II","Endothelia","C7-APOBEC3A-like",4,0.046204648559066
"Early","MHC-II","Endothelia","Mac-Cycling",5,0.111368445614348
"Non-malignant","MHC-II","Endothelia","Mac-Cycling",4,0.0569604743999208
"Advanced","MHC-II","Endothelia","Mac-FOLR2-LYVE1-resident",1,0.012010233097807
"Early","MHC-II","Endothelia","Mac-FOLR2-LYVE1-resident",2,0.0181675634534773
"Non-malignant","MHC-II","Endothelia","Mac-FOLR2-LYVE1-resident",5,0.0811533774936155
"Early","MHC-II","Endothelia","Mac-OLFML3-CX3CR1-resident",5,0.122239087471518
"Non-malignant","MHC-II","Endothelia","Mac-OLFML3-CX3CR1-resident",5,0.0539289195491872
"Early","MHC-II","Endothelia","Mac-TNF-CCL4-inflammatory",1,0.00492396393685945
"Non-malignant","MHC-II","Endothelia","Mac-TNF-CCL4-inflammatory",2,0.00797090236417313
"Non-malignant","MHC-II","Endothelia","Mono-FCN1-S100A8-S100A9",5,0.0215594528382471
"Early","MHC-II","Endothelia","Myeloid-CLEC10A-APC",3,0.04501805437644
"Non-malignant","MHC-II","Endothelia","Myeloid-CLEC10A-APC",5,0.0401930963847198
"Advanced","MHC-II","Epithelia","C6-SLC2A1-like",5,0.110546161166811
"Early","MHC-II","Epithelia","C6-SLC2A1-like",10,0.272730964009825
"Advanced","MHC-II","Epithelia","C7-APOBEC3A-like",5,0.153288725180612
"Early","MHC-II","Epithelia","C7-APOBEC3A-like",10,0.336521325515325
"Advanced","MHC-II","Epithelia","Mac-Cycling",2,0.0338532909435577
"Early","MHC-II","Epithelia","Mac-Cycling",10,0.267807385179722
"Advanced","MHC-II","Epithelia","Mac-FOLR2-LYVE1-resident",5,0.0896148651257768
"Early","MHC-II","Epithelia","Mac-FOLR2-LYVE1-resident",9,0.111297362849868
"Advanced","MHC-II","Epithelia","Mac-OLFML3-CX3CR1-resident",5,0.0849131962806438
"Early","MHC-II","Epithelia","Mac-OLFML3-CX3CR1-resident",10,0.293264425071243
"Early","MHC-II","Epithelia","Mac-TNF-CCL4-inflammatory",7,0.0842707643070476
"Early","MHC-II","Epithelia","Mono-FCN1-S100A8-S100A9",5,0.0369059771372622
"Advanced","MHC-II","Epithelia","Myeloid-CLEC10A-APC",1,0.0265488340006584
"Early","MHC-II","Epithelia","Myeloid-CLEC10A-APC",10,0.181982041398353
"Advanced","MHC-II","Mac-Cycling","C6-SLC2A1-like",10,0.808272591413873
"Early","MHC-II","Mac-Cycling","C6-SLC2A1-like",11,0.698753663528924
"Non-malignant","MHC-II","Mac-Cycling","C6-SLC2A1-like",9,0.554986457752856
"Advanced","MHC-II","Mac-Cycling","C7-APOBEC3A-like",10,1.08797073237195
"Early","MHC-II","Mac-Cycling","C7-APOBEC3A-like",11,0.854209377656838
"Non-malignant","MHC-II","Mac-Cycling","C7-APOBEC3A-like",9,0.370289881493354
"Advanced","MHC-II","Mac-Cycling","Mac-Cycling",10,0.472933106118984
"Early","MHC-II","Mac-Cycling","Mac-Cycling",11,0.686633769215723
"Non-malignant","MHC-II","Mac-Cycling","Mac-Cycling",9,0.452244923037449
"Advanced","MHC-II","Mac-Cycling","Mac-FOLR2-LYVE1-resident",10,0.665113901637949
"Early","MHC-II","Mac-Cycling","Mac-FOLR2-LYVE1-resident",11,0.315010116201761
"Non-malignant","MHC-II","Mac-Cycling","Mac-FOLR2-LYVE1-resident",9,0.621628419862413
"Advanced","MHC-II","Mac-Cycling","Mac-NUPR1-IGF2-stress",10,0.23538918684661
"Advanced","MHC-II","Mac-Cycling","Mac-OLFML3-CX3CR1-resident",10,0.632366338858731
"Early","MHC-II","Mac-Cycling","Mac-OLFML3-CX3CR1-resident",11,0.749110486343258
"Non-malignant","MHC-II","Mac-Cycling","Mac-OLFML3-CX3CR1-resident",9,0.422668532702424
"Advanced","MHC-II","Mac-Cycling","Mac-TNF-CCL4-inflammatory",10,0.250527699090453
"Early","MHC-II","Mac-Cycling","Mac-TNF-CCL4-inflammatory",11,0.293377514947022
"Non-malignant","MHC-II","Mac-Cycling","Mac-TNF-CCL4-inflammatory",9,0.0919023549540609
"Advanced","MHC-II","Mac-Cycling","Mono-FCN1-S100A8-S100A9",10,0.201977104949826
"Early","MHC-II","Mac-Cycling","Mono-FCN1-S100A8-S100A9",11,0.174368172400888
"Non-malignant","MHC-II","Mac-Cycling","Mono-FCN1-S100A8-S100A9",9,0.173831784670993
"Advanced","MHC-II","Mac-Cycling","Myeloid",10,0.513217797998987
"Early","MHC-II","Mac-Cycling","Myeloid",11,0.545584300330634
"Non-malignant","MHC-II","Mac-Cycling","Myeloid",9,0.330018725678544
"Advanced","MHC-II","Mac-Cycling","Myeloid-CLEC10A-APC",10,0.439979297190724
"Early","MHC-II","Mac-Cycling","Myeloid-CLEC10A-APC",11,0.472516575806357
"Non-malignant","MHC-II","Mac-Cycling","Myeloid-CLEC10A-APC",9,0.318778316382541
"Advanced","MHC-II","Mac-Cycling","Other T",10,0.247234029248398
"Early","MHC-II","Mac-Cycling","Other T",11,0.232984306092635
"Advanced","MHC-II","Mac-Cycling","SMC_myoFibroblast",6,0.0354461869410291
"Early","MHC-II","Mac-Cycling","SMC_myoFibroblast",11,0.368112340530536
"Advanced","MHC-II","Mac-FOLR2-LYVE1-resident","C6-SLC2A1-like",11,1.05147551275205
"Early","MHC-II","Mac-FOLR2-LYVE1-resident","C6-SLC2A1-like",9,0.703069906539063
"Non-malignant","MHC-II","Mac-FOLR2-LYVE1-resident","C6-SLC2A1-like",9,0.657378320900648
"Advanced","MHC-II","Mac-FOLR2-LYVE1-resident","C7-APOBEC3A-like",11,1.40461034148865
"Early","MHC-II","Mac-FOLR2-LYVE1-resident","C7-APOBEC3A-like",9,0.858186100866824
"Non-malignant","MHC-II","Mac-FOLR2-LYVE1-resident","C7-APOBEC3A-like",9,0.440469758741972
"Advanced","MHC-II","Mac-FOLR2-LYVE1-resident","Mac-Cycling",11,0.620984658513872
"Early","MHC-II","Mac-FOLR2-LYVE1-resident","Mac-Cycling",9,0.690956905259484
"Non-malignant","MHC-II","Mac-FOLR2-LYVE1-resident","Mac-Cycling",9,0.536941184243911
"Advanced","MHC-II","Mac-FOLR2-LYVE1-resident","Mac-FOLR2-LYVE1-resident",11,0.868662872898596
"Early","MHC-II","Mac-FOLR2-LYVE1-resident","Mac-FOLR2-LYVE1-resident",9,0.318154472987074
"Non-malignant","MHC-II","Mac-FOLR2-LYVE1-resident","Mac-FOLR2-LYVE1-resident",9,0.735203780594913
"Advanced","MHC-II","Mac-FOLR2-LYVE1-resident","Mac-NUPR1-IGF2-stress",11,0.311159199499307
"Advanced","MHC-II","Mac-FOLR2-LYVE1-resident","Mac-OLFML3-CX3CR1-resident",11,0.826643545323342
"Early","MHC-II","Mac-FOLR2-LYVE1-resident","Mac-OLFML3-CX3CR1-resident",9,0.753367703523956
"Non-malignant","MHC-II","Mac-FOLR2-LYVE1-resident","Mac-OLFML3-CX3CR1-resident",9,0.502167402564464
"Advanced","MHC-II","Mac-FOLR2-LYVE1-resident","Mac-TNF-CCL4-inflammatory",11,0.331028042529625
"Early","MHC-II","Mac-FOLR2-LYVE1-resident","Mac-TNF-CCL4-inflammatory",9,0.296369538561952
"Non-malignant","MHC-II","Mac-FOLR2-LYVE1-resident","Mac-TNF-CCL4-inflammatory",9,0.11003813870507
"Advanced","MHC-II","Mac-FOLR2-LYVE1-resident","Mono-FCN1-S100A8-S100A9",11,0.267246406044504
"Early","MHC-II","Mac-FOLR2-LYVE1-resident","Mono-FCN1-S100A8-S100A9",9,0.176355265198989
"Non-malignant","MHC-II","Mac-FOLR2-LYVE1-resident","Mono-FCN1-S100A8-S100A9",9,0.207730646979835
"Advanced","MHC-II","Mac-FOLR2-LYVE1-resident","Myeloid",11,0.673120655269661
