"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"C7-APOBEC3A-like","Mac-OLFML3-CX3CR1-resident","HLA-DRB1","CD4",0.0672781583841453,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD8 T","Mac-OLFML3-CX3CR1-resident","HLA-DRB1","CD4",0.0128410680861388,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Cell cycle cell","Mac-OLFML3-CX3CR1-resident","HLA-DRB1","CD4",0.00337884571111932,0.01,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Endothelia","Mac-OLFML3-CX3CR1-resident","HLA-DRB1","CD4",0.0179624049294417,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-Cycling","Mac-OLFML3-CX3CR1-resident","HLA-DRB1","CD4",0.0640424258743188,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-FOLR2-LYVE1-resident","Mac-OLFML3-CX3CR1-resident","HLA-DRB1","CD4",0.0733845234545647,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-OLFML3-CX3CR1-resident","Mac-OLFML3-CX3CR1-resident","HLA-DRB1","CD4",0.0977989008688708,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-TNF-CCL4-inflammatory","Mac-OLFML3-CX3CR1-resident","HLA-DRB1","CD4",0.0530589614789959,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mono-FCN1-S100A8-S100A9","Mac-OLFML3-CX3CR1-resident","HLA-DRB1","CD4",0.0560272072404465,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid","Mac-OLFML3-CX3CR1-resident","HLA-DRB1","CD4",0.101790964959215,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid-CLEC10A-APC","Mac-OLFML3-CX3CR1-resident","HLA-DRB1","CD4",0.0771611481153587,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B cell_plasma","Mac-TNF-CCL4-inflammatory","HLA-DRB1","CD4",0.00982382751700339,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"C6-SLC2A1-like","Mac-TNF-CCL4-inflammatory","HLA-DRB1","CD4",0.010230121993914,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"C7-APOBEC3A-like","Mac-TNF-CCL4-inflammatory","HLA-DRB1","CD4",0.0146967758722885,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Endothelia","Mac-TNF-CCL4-inflammatory","HLA-DRB1","CD4",0.00376813986285395,0.02,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-Cycling","Mac-TNF-CCL4-inflammatory","HLA-DRB1","CD4",0.0139521083135545,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-FOLR2-LYVE1-resident","Mac-TNF-CCL4-inflammatory","HLA-DRB1","CD4",0.0161131446681715,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-OLFML3-CX3CR1-resident","Mac-TNF-CCL4-inflammatory","HLA-DRB1","CD4",0.0219246739864967,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-TNF-CCL4-inflammatory","Mac-TNF-CCL4-inflammatory","HLA-DRB1","CD4",0.0114541494019264,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mono-FCN1-S100A8-S100A9","Mac-TNF-CCL4-inflammatory","HLA-DRB1","CD4",0.0121247232217731,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid","Mac-TNF-CCL4-inflammatory","HLA-DRB1","CD4",0.0228982257727498,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid-CLEC10A-APC","Mac-TNF-CCL4-inflammatory","HLA-DRB1","CD4",0.0169964459699344,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B cell_plasma","Mono-FCN1-S100A8-S100A9","HLA-DRB1","CD4",0.018643580789238,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"C6-SLC2A1-like","Mono-FCN1-S100A8-S100A9","HLA-DRB1","CD4",0.0194074937111704,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"C7-APOBEC3A-like","Mono-FCN1-S100A8-S100A9","HLA-DRB1","CD4",0.0277687324089541,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD8 T","Mono-FCN1-S100A8-S100A9","HLA-DRB1","CD4",0.00512445105927947,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Cell cycle cell","Mono-FCN1-S100A8-S100A9","HLA-DRB1","CD4",0.00134066462124754,0.02,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Endothelia","Mono-FCN1-S100A8-S100A9","HLA-DRB1","CD4",0.00719062698528678,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-Cycling","Mono-FCN1-S100A8-S100A9","HLA-DRB1","CD4",0.0263794576726719,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-FOLR2-LYVE1-resident","Mono-FCN1-S100A8-S100A9","HLA-DRB1","CD4",0.0304060054356884,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-OLFML3-CX3CR1-resident","Mono-FCN1-S100A8-S100A9","HLA-DRB1","CD4",0.0411569033579218,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-TNF-CCL4-inflammatory","Mono-FCN1-S100A8-S100A9","HLA-DRB1","CD4",0.0217055072081983,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mono-FCN1-S100A8-S100A9","Mono-FCN1-S100A8-S100A9","HLA-DRB1","CD4",0.0229622977257824,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid","Mono-FCN1-S100A8-S100A9","HLA-DRB1","CD4",0.0429469519222144,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid-CLEC10A-APC","Mono-FCN1-S100A8-S100A9","HLA-DRB1","CD4",0.0320473016952506,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B cell_plasma","Myeloid","HLA-DRB1","CD4",0.035616217773587,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"C6-SLC2A1-like","Myeloid","HLA-DRB1","CD4",0.0370493220722685,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"C7-APOBEC3A-like","Myeloid","HLA-DRB1","CD4",0.0526033788808452,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD8 T","Myeloid","HLA-DRB1","CD4",0.0099139533457135,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Cell cycle cell","Myeloid","HLA-DRB1","CD4",0.00260295224011587,0.01,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Endothelia","Myeloid","HLA-DRB1","CD4",0.0138843036030674,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-Cycling","Myeloid","HLA-DRB1","CD4",0.0500355661879751,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-FOLR2-LYVE1-resident","Myeloid","HLA-DRB1","CD4",0.0574598701425907,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-OLFML3-CX3CR1-resident","Myeloid","HLA-DRB1","CD4",0.0770166051746838,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-TNF-CCL4-inflammatory","Myeloid","HLA-DRB1","CD4",0.0413481956354774,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mono-FCN1-S100A8-S100A9","Myeloid","HLA-DRB1","CD4",0.043691540426811,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid","Myeloid","HLA-DRB1","CD4",0.0802357979596426,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid-CLEC10A-APC","Myeloid","HLA-DRB1","CD4",0.0604704390043753,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B cell_plasma","Myeloid-CLEC10A-APC","HLA-DRB1","CD4",0.0343878588648924,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"C6-SLC2A1-like","Myeloid-CLEC10A-APC","HLA-DRB1","CD4",0.0357733706184007,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"C7-APOBEC3A-like","Myeloid-CLEC10A-APC","HLA-DRB1","CD4",0.0508200272986863,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD8 T","Myeloid-CLEC10A-APC","HLA-DRB1","CD4",0.0095632431560099,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Cell cycle cell","Myeloid-CLEC10A-APC","HLA-DRB1","CD4",0.00251021601363416,0.04,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Endothelia","Myeloid-CLEC10A-APC","HLA-DRB1","CD4",0.0133950408442919,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-Cycling","Myeloid-CLEC10A-APC","HLA-DRB1","CD4",0.0483348268428973,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-FOLR2-LYVE1-resident","Myeloid-CLEC10A-APC","HLA-DRB1","CD4",0.055521523396257,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-OLFML3-CX3CR1-resident","Myeloid-CLEC10A-APC","HLA-DRB1","CD4",0.0744706583596483,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mac-TNF-CCL4-inflammatory","Myeloid-CLEC10A-APC","HLA-DRB1","CD4",0.0399303332706943,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Mono-FCN1-S100A8-S100A9","Myeloid-CLEC10A-APC","HLA-DRB1","CD4",0.0421968598966321,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid","Myeloid-CLEC10A-APC","HLA-DRB1","CD4",0.077592380086399,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid-CLEC10A-APC","Myeloid-CLEC10A-APC","HLA-DRB1","CD4",0.0584368305078651,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"C6-SLC2A1-like","C6-SLC2A1-like","MPZL1","MPZL1",0.000652039280404519,0.03,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Cell cycle cell","C6-SLC2A1-like","MPZL1","MPZL1",0.00140996937601513,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Endothelia","C6-SLC2A1-like","MPZL1","MPZL1",0.00163959558276406,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Epithelia","C6-SLC2A1-like","MPZL1","MPZL1",0.000840852530705517,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Fibroblast","C6-SLC2A1-like","MPZL1","MPZL1",0.00157836448316549,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Mac-Cycling","C6-SLC2A1-like","MPZL1","MPZL1",0.000538142424532225,0.01,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"SMC_myoFibroblast","C6-SLC2A1-like","MPZL1","MPZL1",0.000761337032432416,0.01,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Cell cycle cell","C7-APOBEC3A-like","MPZL1","MPZL1",0.000288061143601718,0.02,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Fibroblast","C7-APOBEC3A-like","MPZL1","MPZL1",0.000322508063844239,0.03,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"C6-SLC2A1-like","Cell cycle cell","MPZL1","MPZL1",0.00140996937601513,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"C7-APOBEC3A-like","Cell cycle cell","MPZL1","MPZL1",0.000288061143601718,0.02,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Cell cycle cell","Cell cycle cell","MPZL1","MPZL1",0.00304623145737148,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Endothelia","Cell cycle cell","MPZL1","MPZL1",0.00354139263240355,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Epithelia","Cell cycle cell","MPZL1","MPZL1",0.00181785980540616,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Fibroblast","Cell cycle cell","MPZL1","MPZL1",0.00340938099745231,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Mac-Cycling","Cell cycle cell","MPZL1","MPZL1",0.00116383306307967,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"SMC_myoFibroblast","Cell cycle cell","MPZL1","MPZL1",0.00164610550371472,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"C6-SLC2A1-like","Endothelia","MPZL1","MPZL1",0.00163959558276406,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Cell cycle cell","Endothelia","MPZL1","MPZL1",0.00354139263240355,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Endothelia","Endothelia","MPZL1","MPZL1",0.00411670928966995,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Epithelia","Endothelia","MPZL1","MPZL1",0.00211377402742266,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Fibroblast","Endothelia","MPZL1","MPZL1",0.00396333701467126,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Mac-Cycling","Endothelia","MPZL1","MPZL1",0.00135342808478146,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"SMC_myoFibroblast","Endothelia","MPZL1","MPZL1",0.0019141148899284,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"C6-SLC2A1-like","Epithelia","MPZL1","MPZL1",0.000840852530705517,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Cell cycle cell","Epithelia","MPZL1","MPZL1",0.00181785980540616,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Endothelia","Epithelia","MPZL1","MPZL1",0.00211377402742266,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Epithelia","Epithelia","MPZL1","MPZL1",0.00108428175923477,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Fibroblast","Epithelia","MPZL1","MPZL1",0.00203487071068674,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Mac-Cycling","Epithelia","MPZL1","MPZL1",0.000693997075721471,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"SMC_myoFibroblast","Epithelia","MPZL1","MPZL1",0.00098176891458556,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"C6-SLC2A1-like","Fibroblast","MPZL1","MPZL1",0.00157836448316549,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"C7-APOBEC3A-like","Fibroblast","MPZL1","MPZL1",0.000322508063844239,0.03,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Cell cycle cell","Fibroblast","MPZL1","MPZL1",0.00340938099745231,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Endothelia","Fibroblast","MPZL1","MPZL1",0.00396333701467126,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Epithelia","Fibroblast","MPZL1","MPZL1",0.00203487071068674,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Fibroblast","Fibroblast","MPZL1","MPZL1",0.00381565688992101,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Mac-Cycling","Fibroblast","MPZL1","MPZL1",0.00130287003402308,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"SMC_myoFibroblast","Fibroblast","MPZL1","MPZL1",0.00184265072126536,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"C6-SLC2A1-like","Mac-Cycling","MPZL1","MPZL1",0.000538142424532225,0.01,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Cell cycle cell","Mac-Cycling","MPZL1","MPZL1",0.00116383306307967,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Endothelia","Mac-Cycling","MPZL1","MPZL1",0.00135342808478146,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Epithelia","Mac-Cycling","MPZL1","MPZL1",0.000693997075721471,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Fibroblast","Mac-Cycling","MPZL1","MPZL1",0.00130287003402308,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"SMC_myoFibroblast","Mac-Cycling","MPZL1","MPZL1",0.000628360278569186,0.01,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"C6-SLC2A1-like","SMC_myoFibroblast","MPZL1","MPZL1",0.000761337032432416,0.01,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Cell cycle cell","SMC_myoFibroblast","MPZL1","MPZL1",0.00164610550371472,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Endothelia","SMC_myoFibroblast","MPZL1","MPZL1",0.0019141148899284,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Epithelia","SMC_myoFibroblast","MPZL1","MPZL1",0.00098176891458556,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Fibroblast","SMC_myoFibroblast","MPZL1","MPZL1",0.00184265072126536,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Mac-Cycling","SMC_myoFibroblast","MPZL1","MPZL1",0.000628360278569186,0.01,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"SMC_myoFibroblast","SMC_myoFibroblast","MPZL1","MPZL1",0.000888939467565623,0.03,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"Fibroblast","Cell cycle cell","NCAM1","FGFR1",0.00170812131479941,0,"NCAM1_FGFR1","NCAM1 - FGFR1","NCAM","Cell-Cell Contact","PMID: 12791257"
"Fibroblast","Endothelia","NCAM1","FGFR1",0.0037443405096522,0,"NCAM1_FGFR1","NCAM1 - FGFR1","NCAM","Cell-Cell Contact","PMID: 12791257"
"Fibroblast","Epithelia","NCAM1","FGFR1",0.00100322137028874,0,"NCAM1_FGFR1","NCAM1 - FGFR1","NCAM","Cell-Cell Contact","PMID: 12791257"
"Fibroblast","Fibroblast","NCAM1","FGFR1",0.00301885703580526,0,"NCAM1_FGFR1","NCAM1 - FGFR1","NCAM","Cell-Cell Contact","PMID: 12791257"
"Fibroblast","SMC_myoFibroblast","NCAM1","FGFR1",0.00067313182346521,0,"NCAM1_FGFR1","NCAM1 - FGFR1","NCAM","Cell-Cell Contact","PMID: 12791257"
"Fibroblast","Fibroblast","NCAM1","NCAM1",0.000464969429133132,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514"
"Cell cycle cell","C6-SLC2A1-like","NECTIN3","NECTIN2",0.000308700385154903,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"Epithelia","C6-SLC2A1-like","NECTIN3","NECTIN2",0.000388485317647137,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"Fibroblast","C6-SLC2A1-like","NECTIN3","NECTIN2",0.000750183810216081,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"SMC_myoFibroblast","C6-SLC2A1-like","NECTIN3","NECTIN2",0.000701399485389822,0.01,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"Cell cycle cell","C7-APOBEC3A-like","NECTIN3","NECTIN2",8.59933585380286e-05,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"Epithelia","C7-APOBEC3A-like","NECTIN3","NECTIN2",0.000108224940493564,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"Fibroblast","C7-APOBEC3A-like","NECTIN3","NECTIN2",0.00020904212673082,0.01,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"SMC_myoFibroblast","C7-APOBEC3A-like","NECTIN3","NECTIN2",0.00019544127018512,0.04,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"Cell cycle cell","Cell cycle cell","NECTIN3","NECTIN2",0.00124457175290761,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"Epithelia","Cell cycle cell","NECTIN3","NECTIN2",0.00156585776939871,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"Fibroblast","Cell cycle cell","NECTIN3","NECTIN2",0.00302043431491176,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"SMC_myoFibroblast","Cell cycle cell","NECTIN3","NECTIN2",0.00282443328362884,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"Cell cycle cell","Endothelia","NECTIN3","NECTIN2",0.00132590023098329,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"Epithelia","Endothelia","NECTIN3","NECTIN2",0.00166814611596645,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"Fibroblast","Endothelia","NECTIN3","NECTIN2",0.00321743545841169,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
"SMC_myoFibroblast","Endothelia","NECTIN3","NECTIN2",0.00300868927245061,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581"
