"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.24035968892594e-297,5.58272372985148,0.309,0.006,2.76860686165159e-293,"1","SPC24"
1.17691815427994e-254,5.53186929318066,0.261,0.004,2.62699901216826e-250,"1","HIST1H3B"
5.69289227944577e-248,5.34655410212086,0.26,0.005,1.27071048569509e-243,"1","DEPDC1B"
0,5.3321520536887,0.512,0.009,0,"1","GTSE1"
0,5.29502741853138,0.521,0.019,0,"1","ASPM"
0,5.2696149953069,0.38,0.008,0,"1","BUB1B"
1.37158856315916e-148,5.23328750974162,0.161,0.003,3.06152283182755e-144,"1","RAD54L"
7.86913486755157e-197,5.21665938071884,0.196,0.002,1.75646959378619e-192,"1","NEK2"
0,5.2004134028693,0.482,0.012,0,"1","AURKB"
0,5.16374769987787,0.523,0.016,0,"1","CEP55"
1.30765697734633e-272,5.15988951972274,0.271,0.003,2.91882113913474e-268,"1","KIF18B"
3.61192755258546e-271,5.1501860097614,0.282,0.005,8.062183490126e-267,"1","CDCA2"
0,5.13301754492555,0.417,0.012,0,"1","RRM2"
0,5.10482315587991,0.536,0.023,0,"1","TPX2"
0,5.10088696402075,0.7,0.032,0,"1","MKI67"
0,5.0998018040413,0.648,0.037,0,"1","TOP2A"
7.65801751053932e-321,5.07963898958478,0.321,0.004,1.70934608852748e-316,"1","SPC25"
4.52566333527019e-26,2.64490622714933,0.134,0.038,1.01017331306566e-21,"3","TLCD2"
3.75702203415252e-36,2.36642410862063,0.328,0.153,8.38604888243184e-32,"3","Z93241.1"
6.87658753096808e-23,2.24901261225361,0.231,0.107,1.53492310278739e-18,"3","LINC00346"
5.56909933927953e-15,2.20788209448707,0.226,0.126,1.24307866352058e-10,"3","METTL12"
9.94859479797179e-32,2.19496032271134,0.345,0.179,2.22062584485528e-27,"3","AL360012.1"
2.80320993177706e-25,2.17135647193464,0.275,0.137,6.25704488871957e-21,"3","ICAM4"
6.95618437028701e-120,2.1341622358111,0.806,0.492,1.55268991329176e-115,"3","TNF"
4.52505669745422e-14,2.13099435612613,0.189,0.099,1.01003790543876e-09,"3","AC106028.4"
9.72352398801188e-19,2.03078881230506,0.302,0.179,2.17038778936413e-14,"3","EGR3"
2.61690570664594e-54,2.02987971461308,0.586,0.38,5.84119522780441e-50,"3","PMAIP1"
4.84798587747738e-26,1.97840596103701,0.41,0.274,1.08211892771173e-21,"3","HEXIM1"
5.30607173931529e-103,1.97118553346973,0.864,0.575,1.18436827293257e-98,"3","CCL4L2"
1.77056827922206e-27,1.94915226521137,0.36,0.207,3.95208545605156e-23,"3","MIR222HG"
8.46297351598937e-09,1.94639172146493,0.149,0.085,0.000188902031850399,"3","HIF1A-AS2"
2.68399403679877e-19,1.94039492964641,0.42,0.323,5.99094308953854e-15,"3","GPR84"
1.91847883909505e-12,1.91812112168851,0.176,0.093,4.28223661674405e-08,"3","AC110769.2"
2.93729548520055e-09,1.90006311084584,0.169,0.1,6.55633725251615e-05,"3","ZSWIM4"
4.04815543843136e-19,1.8735899407975,0.286,0.165,9.03588775412265e-15,"3","POLG2"
2.31915990219114e-14,1.86610475105313,0.174,0.085,5.17659681768084e-10,"3","AC004817.3"
7.57477680533431e-14,1.85195380479622,0.178,0.088,1.69076593071867e-09,"3","CXCL1"
1.08972946182578e-138,3.83057562429299,0.283,0.028,2.43238513174133e-134,"6","SLAMF9"
1.33546861336099e-154,3.10608811763417,0.502,0.098,2.98089949188306e-150,"6","SLC2A1"
3.7894242720504e-83,2.72000209489625,0.177,0.018,8.4583739176437e-79,"6","TM4SF19"
1.22174856537188e-68,2.59473782741341,0.254,0.051,2.72706497276657e-64,"6","LPL"
