"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0.00613040975113552,0.608525554585913,0.043,0.086,1,"TIMM23B"
0.0061363038581578,0.982593982652296,0.02,0.052,1,"BRMS1L"
0.00615346230355429,0.576660899547335,0.043,0.086,1,"CRKL"
0.00616120025988953,1.15038875534517,0.12,0.199,1,"SPG21"
0.0061626166597865,1.76793491238254,0.239,0.218,1,"ENTPD1"
0.00616345725171581,1.10628357673031,0.138,0.226,1,"TRMT10C"
0.0061676723108232,1.4042420323568,0.379,0.426,1,"KMT2A"
0.00619355575838562,2.32320820037043,0.176,0.144,1,"PTPN22"
0.00619685952680415,1.24593551780967,0.086,0.149,1,"TMEM11"
0.00622967913079047,0.824191395728614,0.041,0.083,1,"ZNF444"
0.00623920037179142,0.866998524258126,0.041,0.083,1,"FEM1C"
0.00627208963066586,1.36828818929823,0.111,0.186,1,"MUM1"
0.00631308255033749,0.294703151368405,0.023,0.056,1,"WDR24"
0.00632707878799726,1.39095648844262,0.122,0.203,1,"MRPL19"
0.00636967036340487,0.833309051737363,0.054,0.102,1,"USP42"
0.00639382041212105,0.306000115373663,0.032,0.069,1,"FBXO5"
0.006403530594613,2.18054030681074,0.248,0.238,1,"STMP1"
0.00640744549285854,1.11277350200952,0.029,0.066,1,"BFSP2"
0.00640954347240116,1.87966989390537,0.242,0.224,1,"TNIP1"
0.00643669319993542,1.95509969011266,0.314,0.34,1,"MAGOH"
0.00645114582320754,0.695787625477038,0.065,0.118,1,"PTPN23"
0.00645153500687579,0.322586279427871,0.025,0.059,1,"ZNF761"
0.00646315453936701,2.1425509650544,0.153,0.119,1,"CBFA2T3"
0.00646495853758631,0.922826935576747,0.07,0.125,1,"SPPL3"
0.0064909258047038,0.168280887925623,0.038,0.079,1,"SNHG19"
0.00649904784231346,1.85305397608127,0.203,0.175,1,"PIK3R1"
0.00655943737540443,1.08314715386333,0.074,0.132,1,"DRG1"
0.00660528281107833,1.38719266317739,0.124,0.207,1,"TM2D3"
0.00666754057872378,2.44043151600646,0.115,0.08,1,"OAS3"
0.0066756766689257,0.1884481561504,0.433,0.714,1,"POU2AF1"
0.00668920644317895,0.846574843891396,0.176,0.283,1,"TBC1D9"
0.00669651950580155,0.998912245894224,0.047,0.092,1,"BRAT1"
0.00674832589110437,0.92231834738748,0.09,0.155,1,"MTG2"
0.00676478574033492,1.23443062037151,0.056,0.105,1,"NVL"
0.0067761449672468,2.09156060168296,0.14,0.106,1,"NOB1"
0.00677645963599054,1.33508296707444,0.034,0.072,1,"ALG6"
0.00678204349001913,1.24156798873779,0.061,0.112,1,"THAP3"
0.00678264550586672,1.11741123014977,0.138,0.226,1,"KATNBL1"
0.006794800994164,0.692246338142748,0.131,0.213,1,"USP47"
0.00680306300214603,1.26300402931864,0.025,0.059,1,"PXMP2"
0.00682671677133542,2.34387159640331,0.194,0.167,1,"BCL10"
0.0068272407050093,0.705699311874997,0.079,0.137,1,"HGS"
0.00683696577202978,0.986304997317935,0.034,0.072,1,"MLLT1"
0.00685709040735926,1.95978716816606,0.19,0.159,1,"ASAP1"
0.00686703503720834,1.93014220486828,0.221,0.197,1,"CTNNB1"
0.00687036723750679,1.24846690839659,0.142,0.234,1,"ATG101"
0.00687155089906681,0.0820153973405562,0.02,0.052,1,"LSS"
0.00689513584735765,1.09990946673422,0.025,0.059,1,"ZNF747"
0.00690115910326867,0.300200387899842,0.047,0.091,1,"FAM234A"
0.00692467442759014,1.01641269740037,0.481,0.631,1,"EIF5"
0.00693646810947115,1.52936324328827,0.49,0.635,1,"MARCKS"
0.00702517161837405,0.563325319052669,0.038,0.079,1,"PPP1R37"
0.00703101294917113,1.12584117446557,0.178,0.29,1,"NRBP1"
0.00703980270042921,0.817163089771634,0.063,0.114,1,"CREBL2"
0.00705096717197819,1.2914691249878,0.122,0.203,1,"TXNDC9"
0.00710877326393663,1.07469576591223,0.099,0.168,1,"ARL8B"
0.00712003692394146,0.261483019589207,0.226,0.348,1,"HIST1H1D"
0.00714642343025925,0.879438132477913,0.219,0.356,1,"UBE2K"
0.00716793825348693,1.09724840148108,0.027,0.062,1,"RPUSD2"
0.00717525437396072,0.695993439878551,0.135,0.218,1,"ATP11B"
0.00718500884877465,0.46001079426937,0.034,0.071,1,"HECTD3"
0.00718724087644007,-0.11041923179281,0.025,0.058,1,"PLEKHG2"
0.00719900733849095,0.82774932841293,0.065,0.118,1,"SERTAD3"
0.00723012129600372,0.959853098198148,0.223,0.361,1,"MARCH6"
0.00726875943849814,1.06948659991532,0.086,0.147,1,"MR1"
0.00728579193470627,0.510369003072406,0.023,0.055,1,"MYPOP"
0.00731970591051782,1.04767537399569,0.059,0.108,1,"RFT1"
0.00735754776837814,1.10372001861521,0.133,0.217,1,"IPO7"
0.00735965361617516,0.781164477652115,0.255,0.415,1,"NMT1"
0.00738552385499435,1.03799347289185,0.196,0.321,1,"PPP1R35"
0.00739400086902455,0.57895501182115,0.023,0.055,1,"ZNF579"
0.0073959326772476,1.41419999089362,0.174,0.286,1,"CMTM7"
0.00743877444381419,1.60490526913916,0.381,0.462,1,"COX7A2L"
0.00744329485024889,3.73526153670814,0.065,0.037,1,"TIMM8A"
0.00745779693949296,0.954071991168668,0.061,0.11,1,"VPS16"
0.0074827360140405,1.33204348706329,0.223,0.371,1,"YTHDF2"
0.007487525245673,2.15076114157769,0.251,0.24,1,"STIM2"
0.00748839313761045,0.527148880357147,0.065,0.117,1,"DDX19A"
0.00750322616171924,1.41025792610901,0.113,0.187,1,"UBXN6"
0.00752952592308351,0.285058163768524,0.025,0.058,1,"FCER1G"
0.00757570678118808,0.950391154988219,0.05,0.095,1,"SLC35B2"
0.0075916393036134,0.693766309093649,0.036,0.075,1,"GZF1"
0.00760210023471893,1.22063444465059,0.065,0.118,1,"STAM2"
0.00762474983594393,2.0090647994913,0.284,0.292,1,"MAF1"
0.00764177372901139,0.641714971640642,0.072,0.126,1,"CARM1"
0.00773233886728118,1.64187985488898,0.226,0.203,1,"SETD2"
0.00773459353438472,0.336953307825406,0.05,0.094,1,"HIST3H2A"
0.00775350751788896,0.755101590775114,0.095,0.159,1,"STX17"
0.00776992938012687,2.32500748777139,0.068,0.039,1,"MAP3K3"
0.00782996556615892,2.33408334087541,0.122,0.088,1,"EXOSC9"
0.0078498798914215,0.981451957269945,0.242,0.396,1,"SPINT2"
0.00787952092453464,0.679889740335065,0.038,0.078,1,"VAT1"
0.00789398254727465,1.10925807908644,0.07,0.124,1,"STX18"
0.00790150520822101,0.928011334686428,0.201,0.322,1,"DYNC1H1"
0.00790610159169226,2.208683837093,0.147,0.113,1,"KIAA0355"
0.00791006667499344,0.979885546645905,0.099,0.166,1,"ANKIB1"
0.00796839153474329,-0.556589761251245,0.02,0.051,1,"LINC00539"
0.00797881824720305,1.17657649854873,0.106,0.176,1,"CTNNA1"
0.00800246197182384,1.25766214857519,0.156,0.255,1,"TSR3"
0.00800455718198458,1.25298471784312,0.086,0.147,1,"BORCS5"
0.00803216954256204,1.85748803539179,0.138,0.104,1,"ESYT1"
0.00806807005149317,1.00610252246252,0.065,0.117,1,"RRNAD1"
0.00810579575603605,0.579677249863576,0.038,0.078,1,"NDRG3"
0.00814079164073643,1.24809347644694,0.054,0.101,1,"MIEF1"
0.00815917961861445,1.05229562040877,0.192,0.308,1,"FAM120A"
0.00819110615791808,0.693132054793641,0.165,0.261,1,"CDK14"
0.00819809534604239,1.54925088346081,0.02,0.051,1,"DPY19L4"
0.00820107377956284,0.984502029328008,0.065,0.117,1,"ELAC2"
0.00821856033850536,1.91496196567393,0.117,0.083,1,"TLR7"
0.00823695023797151,0.747901119184405,0.02,0.051,1,"REEP4"
0.00824203650722788,0.89184656104192,0.097,0.16,1,"ABCD4"
0.00824784902598578,0.95444715274316,0.068,0.12,1,"SLC30A9"
0.00825253827867645,0.627643516737519,0.02,0.051,1,"TOM1L2"
0.00827335940787221,0.518679438959917,0.045,0.087,1,"RAB24"
0.00828598070591195,3.08994071151818,0.086,0.055,1,"WDR34"
0.00831309834795751,0.96423339264362,0.081,0.139,1,"GABPA"
0.00834131961467815,1.01104816596762,0.09,0.153,1,"MAEA"
0.00837926197418093,0.214067229195435,0.023,0.054,1,"KCTD10"
0.00840989625308991,0.997276057870753,0.081,0.139,1,"ZC3H14"
0.00845548625956328,1.26994937871815,0.061,0.11,1,"ERI3"
0.00848168151936415,2.10546637649226,0.079,0.048,1,"SKI"
0.00848608070246357,0.956424908358898,0.032,0.068,1,"ABCD3"
0.00848734794939208,2.34060312151447,0.185,0.158,1,"PTRHD1"
0.0084977971953697,0.938834872645414,0.163,0.261,1,"MPHOSPH10"
0.00850391119167286,1.13408745825303,0.102,0.169,1,"RETREG2"
0.0085068672895271,0.589626673123183,0.032,0.068,1,"RRP12"
0.0086092897631823,1.19211218321003,0.043,0.084,1,"CGRRF1"
0.00863050519190735,1.24294444038157,0.104,0.172,1,"ASB8"
0.00863447600652456,1.37863521350006,0.043,0.084,1,"STX2"
0.00864340205155386,0.641168870083308,0.023,0.054,1,"CHKA"
0.00867982232593677,3.20600016237379,0.05,0.025,1,"ABR"
0.00868644770110615,1.25853592182232,0.047,0.091,1,"NUDT16"
0.00872982112110841,0.667759548458495,0.036,0.074,1,"QSOX1"
0.00873043879334735,1.44719491808643,0.023,0.054,1,"COG8"
0.00873876196651068,2.13082463454798,0.135,0.102,1,"CXorf38"
0.00875877920583846,0.761475416860699,0.327,0.558,1,"H2AFV"
0.00876985367525153,0.841194956119126,0.034,0.071,1,"HMGCR"
0.00877232902425701,2.16056059769401,0.244,0.234,1,"HSPA4"
0.00879355245109271,0.75138675287958,0.059,0.106,1,"GTF3C1"
0.00888061815774221,0.568031608784792,0.564,0.763,1,"NDUFB11"
0.00890653048277784,0.602426173819673,0.038,0.077,1,"AP3S2"
0.00900738629130148,0.935696421583646,0.244,0.399,1,"RARRES3"
0.00901467858692379,1.78458760881712,0.296,0.305,1,"RABGAP1L"
0.00908611790908275,1.3847281068191,0.113,0.187,1,"MTX2"
0.00910906286055365,2.2272661791579,0.226,0.209,1,"FNTA"
0.00917476562173629,2.2245859397448,0.163,0.131,1,"CHD8"
0.00917730748979659,1.35201984493019,0.084,0.143,1,"DHRS4L2"
0.00920106840740774,0.653505880899302,0.047,0.09,1,"RPUSD1"
0.00920241312758602,0.860598094025644,0.045,0.087,1,"GORAB"
0.00920768688888592,2.13086791741961,0.167,0.136,1,"RPRD2"
0.0092763770673463,0.809691976671775,0.027,0.06,1,"PIK3R4"
0.00933273939009151,0.558785021730297,0.034,0.07,1,"NPIPB15"
0.00933884964752731,0.969802439301078,0.081,0.138,1,"CCDC84"
0.00936708611522092,1.55815252105477,0.084,0.142,1,"STRN3"
0.00937293638869663,2.32048192232082,0.108,0.075,1,"SP4"
0.00938303843394091,1.41033727959356,0.115,0.19,1,"MPV17"
0.0094161468414117,0.846141498786883,0.293,0.495,1,"MRPL33"
0.00942733491601057,1.07497796382843,0.106,0.175,1,"FRA10AC1"
0.00944767730720556,0.934031610964772,0.07,0.122,1,"RFX1"
0.00947257546041996,1.0545997930192,0.14,0.226,1,"TDG"
0.00948148790138694,1.01244016912843,0.041,0.08,1,"UBE2D4"
0.0095018233958285,0.238198296714093,0.063,0.111,1,"TRRAP"
0.00957477843611218,0.297119283283114,0.036,0.073,1,"PIGN"
0.00958435931639147,2.01837026012568,0.269,0.271,1,"MAT2B"
0.00958719275512297,0.907499138981443,0.041,0.08,1,"RNF185"
0.00959162386639339,1.47000172858215,0.07,0.122,1,"COQ9"
0.00960397638365478,-0.134656012126569,0.023,0.053,1,"TRBC1"
0.00960824572396927,2.1260202864254,0.147,0.114,1,"RPS6KA5"
0.0096651847098744,1.05792928020619,0.205,0.333,1,"MED4"
0.00973143113614445,2.45434259575438,0.093,0.061,1,"B3GNT2"
0.00979234238961834,1.11275371711495,0.102,0.168,1,"SENP5"
0.00979725288961428,0.394978155125782,0.023,0.053,1,"KANSL1L"
0.00988147677367693,0.89739818284433,0.054,0.099,1,"CHAMP1"
0.00989627343746846,1.98567831663642,0.156,0.124,1,"CBL"
0.00990501574883132,0.911755139350788,0.032,0.067,1,"HSDL1"
0.00991546795948117,1.15556971466236,0.072,0.125,1,"ARL5B"
0.00991734714929916,0.6146478363295,0.047,0.089,1,"LRIG2"
0.00997242259387189,1.69856341973765,0.084,0.142,1,"C16orf74"
0.00999941232037603,1.04261691458487,0.047,0.09,1,"RAB39B"
0.010008676807563,2.58837303204588,0.093,0.061,1,"HERC6"
0.0100098019274527,1.15847755044031,0.061,0.109,1,"LETM1"
0.010020075819347,1.26931424907668,0.474,0.648,1,"S100A11"
0.0100571614482887,0.943756704574502,0.257,0.426,1,"UQCRFS1"
0.0101353566107242,0.526946746271253,0.025,0.056,1,"GALC"
0.010279762297124,0.952512717925426,0.278,0.463,1,"CALM3"
0.0102939849688304,0.373779729600845,0.084,0.14,1,"ZFPL1"
0.0103091904293277,1.14469915294614,0.219,0.356,1,"ABCF1"
0.0103121354177382,1.95555674717204,0.271,0.272,1,"WTAP"
0.010313476263712,1.72670908124549,0.07,0.041,1,"ITPK1"
0.010327215411074,1.04987146045462,0.447,0.551,1,"SRSF11"
0.0103803096286027,1.5012462572216,0.354,0.407,1,"ARHGDIA"
0.0103851975805883,1.15375486366608,0.059,0.106,1,"HSDL2"
0.0104120553113687,1.29075470835886,0.054,0.099,1,"FBXO8"
0.010460100859438,0.973628484542816,0.043,0.083,1,"PSMD5"
0.0105161401399931,0.876181912832081,0.061,0.108,1,"KRT19"
0.0105220449108137,0.855334913946256,0.264,0.429,1,"NCF4"
0.0105311809663734,1.02369496284839,0.038,0.076,1,"AIMP2"
0.0105413489063626,0.891889807404643,0.485,0.669,1,"PRELID1"
0.0105654065205277,1.09796547076876,0.117,0.19,1,"FBXO9"
0.0105681162343883,1.79242734389549,0.153,0.122,1,"FAM172A"
0.0105870769329771,2.60233194123971,0.117,0.086,1,"ARL6IP6"
0.0105886935731166,1.08226489563998,0.181,0.286,1,"ZCCHC6"
0.0106131573908898,2.9877681595331,0.054,0.029,1,"AL392172.1"
0.0106501050518811,1.85977117971176,0.095,0.064,1,"KCTD5"
0.0106613359991169,0.959863333906222,0.025,0.056,1,"NUP50-AS1"
0.0107088031860973,0.896624711440358,0.027,0.06,1,"NKIRAS1"
0.0107223764508127,0.902526391712384,0.108,0.176,1,"CLASRP"
0.0107296798977421,2.01536241223877,0.205,0.183,1,"PDS5A"
0.0107313335390219,1.2298583530101,0.158,0.255,1,"SLC25A11"
0.0107505822120532,1.32686557789252,0.063,0.112,1,"CTU1"
0.0107586649237125,1.89270285992446,0.269,0.271,1,"UBE2A"
0.0107885518485766,1.02151361277472,0.047,0.089,1,"ACTR8"
0.0108179272329998,0.34180655112559,0.027,0.06,1,"TRUB1"
0.0108319109049153,1.26830038267082,0.233,0.372,1,"AMD1"
0.0108674311821408,3.48971196797477,0.052,0.028,1,"MCM6"
0.0109004178030216,2.38535007547835,0.072,0.044,1,"ZFP90"
0.0109085340681772,0.772865980021586,0.551,0.767,1,"BST2"
0.0110599772933278,1.2768960321675,0.16,0.259,1,"NUDCD2"
0.0110954383528636,0.779156749186002,0.363,0.623,1,"VOPP1"
0.0111341936999083,1.1454094436732,0.059,0.105,1,"GLI4"
0.0111646609957735,0.994552761316369,0.034,0.069,1,"NUP188"
0.0111856006228513,1.50156254771102,0.068,0.118,1,"DNAJC30"
0.0111936429780183,1.18167698134852,0.072,0.124,1,"AGPAT3"
0.0112491560791895,1.37797812257821,0.12,0.195,1,"RALA"
0.0112521157529532,1.15577730167766,0.187,0.3,1,"TRIM28"
0.011257492889013,1.09273347780948,0.061,0.108,1,"SGSM3"
0.0112996667500188,1.99793354641601,0.102,0.07,1,"PPP1R21"
0.011302831043314,1.3843777618843,0.043,0.083,1,"FEN1"
0.0113356805939179,1.25574707391485,0.183,0.295,1,"ATP6V1E1"
0.0113583504626408,2.00353015465155,0.196,0.172,1,"SHKBP1"
0.0113980901330844,1.02112085274331,0.063,0.111,1,"EIF1AD"
0.0113998252513439,1.04064287243864,0.059,0.105,1,"RTL8A"
0.0114177800921289,1.33266834124205,0.084,0.141,1,"ZFAND2A"
0.0114410473911083,2.08066760378732,0.163,0.132,1,"UTP6"
0.0114537855925483,1.85511245998366,0.196,0.172,1,"RGS10"
0.0114841298037757,0.740573528548032,0.023,0.052,1,"CLSTN3"
0.0115116547831239,1.32024887238613,0.305,0.314,1,"TRIM44"
0.0115429874314986,0.689245796100181,0.074,0.127,1,"DGAT1"
0.0115459115787926,0.622245951654445,0.023,0.052,1,"LIG4"
0.0115459115787926,0.780234283381747,0.023,0.052,1,"SGSM2"
0.0116347694097276,0.892987445864885,0.296,0.499,1,"PRDX6"
0.0116391796933993,1.01492497545263,0.09,0.149,1,"KIAA0141"
0.0116906078453105,0.876755030037439,0.056,0.101,1,"TRMU"
0.0117903156069217,0.571462518231873,0.036,0.072,1,"HINFP"
0.0118040420037293,2.05396063533659,0.09,0.06,1,"CHML"
0.0118122623381032,0.993164382283107,0.181,0.289,1,"GTF2B"
0.0118266074205349,1.10805321864868,0.108,0.176,1,"DCUN1D1"
0.0118316753030796,-0.0599273515740699,0.045,0.084,1,"DDX51"
0.0118789781660847,0.706539682346869,0.079,0.133,1,"RBM12"
0.0118954967915561,1.36848969481777,0.061,0.108,1,"IFT80"
0.0118980833847618,1.02719041080353,0.036,0.072,1,"GEMIN8"
0.0119138850507397,1.06161539214142,0.14,0.224,1,"RRP36"
0.0119592770143042,1.46106489876882,0.074,0.128,1,"HCCS"
0.0119690349284298,1.37055712819328,0.079,0.134,1,"FLYWCH2"
0.012004090097982,1.71893621482783,0.266,0.264,1,"H2AFY"
0.012006938139797,0.947171768912402,0.097,0.16,1,"CCNG1"
0.0120633235719053,0.619179706705369,0.555,0.749,1,"ATP5J"
0.0120802923923357,0.28198849985711,0.451,0.756,1,"ARF1"
0.0120995595611496,1.11151528124512,0.133,0.213,1,"MAGOHB"
0.0121077807672161,1.13910181223077,0.201,0.32,1,"SPOP"
0.0121964023159485,0.709189491933605,0.052,0.095,1,"UMPS"
0.0122025291767599,2.10562304618889,0.138,0.106,1,"HIPK3"
0.0122494755521994,0.827521437100591,0.025,0.056,1,"TRMT10A"
0.0122611382421153,0.890942410382427,0.047,0.088,1,"TYSND1"
0.0122818190682059,1.14160121353145,0.142,0.225,1,"PDS5B"
0.0122912950734521,1.69044668731986,0.21,0.186,1,"TIMP1"
0.0122921438553237,1.20976232128339,0.038,0.075,1,"THTPA"
0.0123092663149134,0.812501276758876,0.072,0.123,1,"SCAF1"
0.0123235369047696,1.06328280405041,0.025,0.056,1,"TMEM63B"
0.0123257655940403,2.66676890092036,0.156,0.126,1,"ISG20L2"
0.0123871790112499,0.554990402858015,0.047,0.087,1,"S100A9"
0.0123993200832613,0.837780653649358,0.217,0.343,1,"NFATC2IP"
0.0124048492857772,0.805315307925702,0.099,0.161,1,"OAZ2"
0.0124509568439549,1.19876637671278,0.445,0.579,1,"PTP4A2"
0.0124723781878625,0.490573627866053,0.12,0.189,1,"SLPI"
0.0124748582741265,0.581473095140267,0.027,0.059,1,"SLC25A20"
0.0125467406197273,1.37599898090168,0.418,0.519,1,"KTN1"
0.012580015465199,0.862072165207845,0.029,0.062,1,"BCKDHB"
0.0126084290759787,2.26199832850828,0.226,0.213,1,"PRKACB"
0.0126180347800632,0.617242412094828,0.032,0.065,1,"ARIH2OS"
0.0126243005650196,1.01105290477995,0.056,0.101,1,"CDC23"
0.0126272610364105,1.18061048466809,0.111,0.18,1,"NFYB"
0.0126502855480872,1.24576731154937,0.23,0.376,1,"MRPL18"
0.0126632379655254,2.60072653729752,0.081,0.052,1,"RNF135"
0.0126642020409166,0.995374146801673,0.061,0.107,1,"PHTF1"
0.0127180117035148,0.990678828513596,0.077,0.129,1,"SESN1"
0.0127406901740178,1.0978340587003,0.072,0.123,1,"MSH3"
0.0127557477492562,0.338975837415915,0.056,0.1,1,"ANXA1"
0.012757272133923,1.37363499793187,0.151,0.244,1,"TMEM126A"
0.0128166075114859,1.31579204336014,0.054,0.098,1,"SPAST"
0.0128300573363877,1.01311141448085,0.072,0.123,1,"DUSP12"
0.0128669670954352,2.44726004343753,0.115,0.084,1,"SLC15A4"
0.012904467527807,2.19978670697487,0.124,0.093,1,"BZW2"
0.0129063025800807,2.17075546743518,0.178,0.152,1,"BECN1"
0.0129298738649343,2.66242876462667,0.072,0.044,1,"SNX11"
0.0129528832343792,0.929882852141615,0.142,0.226,1,"SMAP1"
0.0129830255028021,1.10439421991279,0.036,0.071,1,"TPMT"
0.0130009474428111,1.26651151128846,0.056,0.101,1,"CNOT11"
0.0130049892351885,0.353400034271126,0.065,0.113,1,"METTL3"
0.0130772317853375,1.4177879603415,0.372,0.439,1,"DHX36"
0.0130815332287688,0.872757933268685,0.106,0.169,1,"DHTKD1"
0.0131767657957364,1.03345126838482,0.108,0.174,1,"SLC25A28"
0.0132051443821426,1.87822543674465,0.316,0.346,1,"TMEM123"
0.0132587494465151,1.39411159082666,0.131,0.21,1,"TOR1AIP2"
0.0132722508707596,1.01453706719336,0.253,0.413,1,"PSMD13"
0.0133088270373222,2.19887505605136,0.174,0.146,1,"PGGT1B"
0.013317527359673,1.94830872138922,0.185,0.159,1,"RCC2"
0.0133362781217435,1.84947299523212,0.282,0.293,1,"ATG12"
0.0133758804128701,1.29952769250348,0.172,0.275,1,"EIF4E"
0.013385670218124,1.52056361274528,0.415,0.546,1,"C9orf16"
0.0134094427515729,0.881027590824868,0.047,0.087,1,"NCOA5"
0.0134525015063015,1.37780054554511,0.379,0.438,1,"DDX6"
0.0134708358041809,0.948796103132513,0.106,0.171,1,"CORO1C"
0.0135867608548857,2.39303691609972,0.158,0.129,1,"FAM49A"
0.013601047411032,1.28827004089145,0.093,0.153,1,"RDH11"
0.0136269126242573,1.12399160853272,0.219,0.353,1,"MFF"
0.0136303817689387,1.33049189246549,0.045,0.084,1,"ZNF780B"
0.0136663458062002,1.04975683252804,0.054,0.097,1,"GDAP2"
0.0137367747846013,1.32592408632647,0.05,0.091,1,"ATG2A"
0.0138107069500604,-0.0479229312816085,0.041,0.077,1,"EPCAM"
0.0138338596684479,0.742927016336619,0.027,0.058,1,"AGAP6"
0.0138697519681875,1.16594371700365,0.167,0.261,1,"NUMB"
0.0139838705963155,0.589872871219655,0.027,0.058,1,"HEATR5A"
0.0140199031919101,0.845342145845296,0.041,0.078,1,"RASA1"
0.0140236422818651,0.761190583324222,0.072,0.122,1,"CLASP2"
0.0140756495994603,1.64246770625847,0.23,0.214,1,"MTCH1"
0.014079490042804,1.00800325100081,0.05,0.091,1,"PUS3"
0.0141391229136552,2.03107689377532,0.278,0.292,1,"SUPT4H1"
0.0141745294958886,1.01477114615673,0.079,0.132,1,"MAP3K11"
0.0141825553770159,0.991196826434971,0.065,0.113,1,"IMPA1"
0.0142245788689875,1.1484739804505,0.063,0.11,1,"RAD51C"
0.0142937712755818,0.960676477770614,0.061,0.106,1,"CDKAL1"
0.0143236949988817,0.891915360531174,0.027,0.058,1,"TMEM135"
0.0144387367350262,0.903474385018246,0.056,0.099,1,"ZSWIM8"
0.0144756346075884,1.84324945736141,0.239,0.226,1,"PPP4R3A"
0.0145961529620869,2.20831725031663,0.165,0.138,1,"DCTPP1"
0.0146007294431256,2.60747382782807,0.061,0.036,1,"RHOBTB2"
0.0146030084024085,1.13579564152002,0.034,0.068,1,"PKD1"
0.0146522026550632,1.18835747011914,0.106,0.172,1,"ELOA"
0.0146580942100523,2.08962692772465,0.117,0.087,1,"HPS3"
0.0146914174477307,0.911734820686335,0.032,0.064,1,"TTC33"
0.0147427483595394,2.23114900151508,0.194,0.173,1,"KIF2A"
0.0147432098698066,0.61149649392118,0.059,0.102,1,"USPL1"
0.0147439517775442,1.48761220357935,0.054,0.097,1,"FAM168B"
0.0147555557408899,1.49153943639068,0.108,0.176,1,"RDH14"
0.0147598978588996,0.959734792992598,0.088,0.145,1,"ZFAND2B"
0.0147742837555662,0.984387619620461,0.181,0.282,1,"CAND1"
0.0147925402975027,2.39353548707662,0.054,0.03,1,"TRAF1"
0.0148389433576512,0.635292553979534,0.034,0.068,1,"GTF2IRD2B"
0.0148842917204545,1.13373705908633,0.451,0.609,1,"ERH"
0.0148956891300713,1.34579844323535,0.054,0.097,1,"DLAT"
0.014928563192977,1.11676256012956,0.052,0.094,1,"RNASEH2A"
0.0149317502282671,0.877784936456202,0.029,0.061,1,"PUDP"
0.0149799472004289,2.381090224672,0.079,0.051,1,"NBPF12"
0.0149958219453195,2.07568183073523,0.19,0.167,1,"RELA"
0.0150209514716602,0.956978406949818,0.034,0.068,1,"IPP"
0.0150928721298597,0.908424990240995,0.043,0.08,1,"SLC38A9"
0.0151077110161546,1.16856698765673,0.122,0.195,1,"C8orf33"
0.0151472200353074,1.14461129854703,0.034,0.068,1,"NSUN3"
0.0151643509006259,2.1028800672327,0.079,0.051,1,"FGD3"
0.0151801284096889,2.28375067805074,0.095,0.065,1,"MANBA"
0.0152085381849874,1.12926189758528,0.045,0.083,1,"AARSD1"
0.015255211669379,1.97308715655571,0.153,0.124,1,"TLR6"
0.0153068576097608,1.1446446923172,0.072,0.122,1,"COG5"
0.015341501086037,0.567067244020926,0.07,0.118,1,"VPS37A"
0.0153876427720421,0.844300731374103,0.093,0.15,1,"ATG4B"
0.015520747957741,1.18027232514297,0.079,0.131,1,"DPP9"
0.0155287747968088,1.85542450213934,0.327,0.367,1,"KIF5B"
0.0155300015459599,2.01293082442547,0.21,0.193,1,"CDC123"
0.0155321895786853,0.473032358409818,0.023,0.051,1,"DOCK7"
0.0155383662087414,2.06557660867969,0.217,0.2,1,"PPP3CC"
0.0155395964518,2.76897083607174,0.12,0.09,1,"GLTP"
0.0156656769983713,2.20337648202478,0.074,0.047,1,"NBEAL2"
0.0156748027313967,1.17537124862239,0.102,0.164,1,"GTPBP6"
0.015689595092034,2.33655386400778,0.052,0.029,1,"FAM20B"
0.0157259730581831,2.54492477968109,0.081,0.053,1,"SLC12A2"
0.0157956812967895,0.884686022161461,0.201,0.31,1,"EPM2AIP1"
0.0158443168332855,2.28172199465314,0.093,0.064,1,"FAM122B"
0.0158449815075908,0.895366416431185,0.097,0.156,1,"CUL1"
0.0158596751938816,0.584322355253493,0.104,0.164,1,"WDR70"
0.0158889933066155,0.742127545402163,0.023,0.051,1,"URGCP"
0.0159104278006472,2.02698671442019,0.21,0.194,1,"ABT1"
0.0159916977494465,1.71230589502854,0.318,0.35,1,"RPL7L1"
0.0160039095113873,1.75606740415976,0.251,0.244,1,"AFTPH"
0.0160068504257949,0.508431010476939,0.025,0.054,1,"MXD3"
0.0160186691523209,0.497066293130911,0.047,0.086,1,"OPA3"
0.0160801471925146,1.7524804598856,0.23,0.216,1,"WDR82"
0.0160817760179869,2.26108757646643,0.081,0.053,1,"BLM"
0.0161667061431108,1.60854254214234,0.33,0.376,1,"PHB"
0.0161735245761465,1.17350151860931,0.153,0.242,1,"MRPL4"
0.0163018232221492,0.169342250411832,0.038,0.073,1,"D2HGDH"
0.0163067866285849,0.838700138706466,0.025,0.054,1,"TNFSF13B"
0.0163335812813026,1.91420465835141,0.183,0.156,1,"JOSD1"
0.0163394525351486,1.92330720262335,0.203,0.184,1,"NMI"
0.0163987885284249,0.297543451841123,0.047,0.086,1,"TDP1"
0.0164100607073685,0.983343367781031,0.117,0.187,1,"BMS1"
0.0164713154383825,0.454227112839005,0.032,0.064,1,"BCAM"
0.0165102570357201,0.781118201565844,0.056,0.098,1,"ST6GALNAC6"
0.0165462421645017,1.25468184380824,0.138,0.217,1,"USP11"
0.0165510996442718,0.923899914958732,0.061,0.106,1,"GLB1"
