"source","target","mor","confidence"
"SPI1","MSR1",1,"A"
"SPI1","MYB",1,"A"
"SPI1","NCF1",1,"A"
"SPI1","NCF2",1,"A"
"SPI1","NCF4",1,"A"
"SPI1","NR3C1",1,"A"
"SPI1","P2RY10",1,"A"
"SPI1","PARG",-1,"A"
"SPI1","PDGFRB",1,"A"
"SPI1","PPBP",1,"A"
"SPI1","PRTN3",1,"A"
"SPI1","PTGIR",1,"A"
"SPI1","PTPRC",1,"A"
"SPI1","PTPRE",1,"A"
"SPI1","REL",1,"A"
"SPI1","RNASE2",1,"A"
"SPI1","RUNX1",1,"A"
"SPI1","SCARB1",1,"A"
"SPI1","SCARB2",1,"A"
"SPI1","SERPINB1",1,"A"
"SPI1","STAT3",1,"A"
"SPI1","TAL1",1,"A"
"SPI1","TBXAS1",1,"A"
"SPI1","TFEC",1,"A"
"SPI1","TGFBR2",1,"A"
"SPI1","TLR4",1,"A"
"SPI1","TNF",1,"A"
"SPI1","TYROBP",1,"A"
"SPI1","VAV1",1,"A"
"SPI1","VIP",1,"A"
"SPI1","WAS",1,"A"
"SPI1","ZNF300",1,"A"
"SPIB","CD40",1,"C"
"SPIB","IRF7",-1,"C"
"SPIB","PRDM1",1,"C"
"SPIB","XBP1",1,"C"
"SPIB","KLHL6",1,"C"
"SPIB","ARHGAP24",1,"C"
"SPIB","BANK1",1,"C"
"SPIB","BBS9",1,"C"
"SPIB","BCL11A",1,"C"
"SPIB","BHLHE40",1,"C"
"SPIB","CAMK4",1,"C"
"SPIB","CCDC88C",1,"C"
"SPIB","CD86",1,"C"
"SPIB","CDYL",1,"C"
"SPIB","CHL1",1,"C"
"SPIB","CIITA",1,"C"
"SPIB","CNTN4",1,"C"
"SPIB","DLGAP1",1,"C"
"SPIB","DOCK10",1,"C"
"SPIB","DTNB",1,"C"
"SPIB","ECE1",1,"C"
"SPIB","ELMO1",1,"C"
"SPIB","GMDS",1,"C"
"SPIB","GRAMD2B",1,"C"
"SPIB","GRM7",1,"C"
"SPIB","GSDME",1,"C"
"SPIB","IKZF1",1,"C"
"SPIB","IL16",1,"C"
"SPIB","IL21R",1,"C"
"SPIB","IRAG2",1,"C"
"SPIB","ITGAX",1,"C"
"SPIB","ITPR1",1,"C"
"SPIB","KDM4C",1,"C"
"SPIB","NDRG1",1,"C"
"SPIB","NUP210",1,"C"
"SPIB","PARP15",1,"C"
"SPIB","PAX5",1,"C"
"SPIB","PDCD1LG2",1,"C"
"SPIB","PIK3AP1",1,"C"
"SPIB","PPFIBP2",1,"C"
"SPIB","RAPGEF1",1,"C"
"SPIB","RASSF2",1,"C"
"SPIB","RASSF5",1,"C"
"SPIB","RFX3",1,"C"
"SPIB","RUBCNL",1,"C"
"SPIB","SLC12A3",1,"C"
"SPIB","SP110",1,"C"
"SPIB","SP140",1,"C"
"SPIB","ST14",1,"C"
"SPIB","SYNE2",1,"C"
"SPIB","TBC1D4",1,"C"
"SPIB","TENM4",1,"C"
"SPIB","TNFAIP8",1,"C"
"SPIB","TRABD2A",1,"C"
"SPIB","UCP2",1,"C"
"SPIB","VOPP1",1,"C"
"SPIB","WNK1",1,"C"
"SPIB","WNT5B",1,"C"
"SPIB","WSCD2",1,"C"
"SPIB","ZC3H12D",1,"C"
"SPIB","ZNF608",1,"C"
"SREBF1","ACACA",1,"A"
"SREBF1","ACACB",1,"A"
"SREBF1","ACLY",1,"A"
"SREBF1","CETP",1,"A"
"SREBF1","FASN",1,"A"
"SREBF1","FDFT1",1,"A"
"SREBF1","FDPS",1,"A"
"SREBF1","HK2",1,"A"
"SREBF1","HMGCR",1,"A"
"SREBF1","HMGCS1",1,"A"
"SREBF1","HMOX1",1,"A"
"SREBF1","INSIG1",1,"A"
"SREBF1","IRS2",-1,"A"
"SREBF1","LDLR",1,"A"
"SREBF1","LRP1",-1,"A"
"SREBF1","NPC1",1,"A"
"SREBF1","NR0B2",1,"A"
"SREBF1","PCYT2",1,"A"
"SREBF1","PIK3R3",1,"A"
"SREBF1","SCD",1,"A"
"SREBF1","SCD5",1,"A"
"SREBF1","SLC2A4",1,"A"
"SREBF1","SQLE",1,"A"
"SREBF2","ABCA1",-1,"A"
"SREBF2","ACLY",1,"A"
"SREBF2","ACOT7",1,"A"
"SREBF2","EBP",1,"A"
"SREBF2","FDFT1",1,"A"
"SREBF2","HMGCR",1,"A"
"SREBF2","INSIG1",1,"A"
"SREBF2","LDLR",1,"A"
"SREBF2","LRP1",-1,"A"
"SREBF2","MTTP",-1,"A"
"SREBF2","NPC1L1",1,"A"
"SREBF2","PCSK9",1,"A"
"SREBF2","PCYT2",1,"A"
"SREBF2","PON1",1,"A"
"SREBF2","SQLE",1,"A"
"SREBF2","STARD4",1,"A"
"SRF","ACTA1",1,"A"
"SRF","ACTB",1,"A"
"SRF","ACTC1",1,"A"
"SRF","DMD",1,"A"
"SRF","EGR1",1,"A"
"SRF","FOS",1,"A"
"SRF","FOSL1",1,"A"
"SRF","MMP2",1,"A"
"SRF","SAMD4A",1,"A"
"SRF","TAGLN",1,"A"
"STAT1","A2M",1,"A"
"STAT1","ADAR",1,"A"
"STAT1","AGFG2",-1,"A"
"STAT1","AIM2",1,"A"
"STAT1","AOX1",1,"A"
"STAT1","APOE",1,"A"
"STAT1","APOL4",1,"A"
"STAT1","APP",1,"A"
"STAT1","ATG4C",1,"A"
"STAT1","B3GAT3",1,"A"
"STAT1","BAX",1,"A"
"STAT1","BCL2",1,"A"
"STAT1","BCL6",1,"A"
"STAT1","BRD8",1,"A"
"STAT1","BST2",1,"A"
"STAT1","CASP4",1,"A"
"STAT1","CCL2",1,"A"
"STAT1","CCL3",1,"A"
"STAT1","CCND1",1,"A"
"STAT1","CCND2",1,"A"
"STAT1","CCND3",1,"A"
"STAT1","CCR1",1,"A"
"STAT1","CCR5",1,"A"
"STAT1","CD274",1,"A"
"STAT1","CD40",1,"A"
"STAT1","CD86",1,"A"
"STAT1","CDC7",-1,"A"
"STAT1","CDKN1A",1,"A"
"STAT1","CEBPE",1,"A"
"STAT1","CFTR",1,"A"
"STAT1","CIITA",1,"A"
"STAT1","CISH",1,"A"
"STAT1","CLC",1,"A"
"STAT1","CLIC2",1,"A"
"STAT1","COL1A1",1,"A"
"STAT1","COL1A2",1,"A"
"STAT1","CREM",1,"A"
"STAT1","CSF1",1,"A"
"STAT1","CTSB",1,"A"
"STAT1","CTSL",1,"A"
"STAT1","CX3CL1",1,"A"
"STAT1","CXCL10",1,"A"
"STAT1","CXCL8",-1,"A"
"STAT1","CXCL9",1,"A"
"STAT1","CYP19A1",1,"A"
"STAT1","DCLRE1C",1,"A"
"STAT1","DDX50",1,"A"
"STAT1","DIMT1",1,"A"
"STAT1","DUOX2",1,"A"
"STAT1","EARS2",1,"A"
"STAT1","EDEM2",1,"A"
"STAT1","EDN1",1,"A"
"STAT1","EGFR",1,"A"
"STAT1","EGLN3",1,"A"
"STAT1","EIF2AK1",1,"A"
"STAT1","EIF2AK2",1,"A"
"STAT1","EIF2AK3",1,"A"
"STAT1","ELF5",1,"A"
"STAT1","ELP3",1,"A"
"STAT1","ESR1",1,"A"
"STAT1","ESR2",1,"A"
"STAT1","ETV7",1,"A"
"STAT1","FAS",1,"A"
"STAT1","FBXO5",1,"A"
"STAT1","FCGR1A",1,"A"
"STAT1","FCGR3A",1,"A"
"STAT1","FCGRT",-1,"A"
"STAT1","FGF2",1,"A"
"STAT1","FGFR3",-1,"A"
"STAT1","FOS",1,"A"
"STAT1","FOXP3",1,"A"
"STAT1","GATA3",1,"A"
"STAT1","GBP1",1,"A"
"STAT1","GCK",1,"A"
"STAT1","GLS",1,"A"
"STAT1","GREB1",1,"A"
"STAT1","GSTK1",1,"A"
"STAT1","HCFC1",-1,"A"
"STAT1","HDAC7",1,"A"
"STAT1","HLA-DMA",1,"A"
"STAT1","HLA-DMB",1,"A"
"STAT1","HLA-DQA2",1,"A"
"STAT1","HLA-DRB1",1,"A"
"STAT1","HLA-E",1,"A"
"STAT1","HMOX1",1,"A"
"STAT1","HSP90AA1",-1,"A"
"STAT1","HSPB1",1,"A"
"STAT1","ICAM1",1,"A"
"STAT1","IDO1",1,"A"
"STAT1","IFI35",1,"A"
"STAT1","IFI6",1,"A"
"STAT1","IFIT1",1,"A"
"STAT1","IFIT3",1,"A"
"STAT1","IFITM1",1,"A"
"STAT1","IFITM3",1,"A"
"STAT1","IFNA1",-1,"A"
"STAT1","IFNB1",-1,"A"
"STAT1","IFNG",-1,"A"
"STAT1","IFNLR1",1,"A"
"STAT1","IGF1",1,"A"
"STAT1","IGFBP3",1,"A"
"STAT1","IGFLR1",1,"A"
"STAT1","IL10",1,"A"
"STAT1","IL12A",1,"A"
"STAT1","IL12B",1,"A"
"STAT1","IL12RB1",1,"A"
"STAT1","IL12RB2",1,"A"
"STAT1","IL17D",1,"A"
"STAT1","IL18BP",1,"A"
"STAT1","IL1B",1,"A"
"STAT1","IL1R1",1,"A"
"STAT1","IL2RA",1,"A"
"STAT1","IL6",-1,"A"
"STAT1","IL6ST",1,"A"
"STAT1","INO80",1,"A"
"STAT1","IRF1",1,"A"
"STAT1","IRF2",1,"A"
"STAT1","IRF7",1,"A"
"STAT1","IRF8",1,"A"
"STAT1","IRF9",1,"A"
"STAT1","ISG15",1,"A"
"STAT1","ISG20",1,"A"
"STAT1","JAK2",1,"A"
"STAT1","JUN",1,"A"
"STAT1","JUNB",1,"A"
"STAT1","KIF2A",1,"A"
"STAT1","KRT17",1,"A"
"STAT1","LAP3",1,"A"
"STAT1","LY96",1,"A"
"STAT1","MAN1A1",1,"A"
"STAT1","MAT2A",1,"A"
"STAT1","MCL1",1,"A"
"STAT1","MED16",1,"A"
"STAT1","MET",1,"A"
"STAT1","MMP13",-1,"A"
"STAT1","MMP9",-1,"A"
"STAT1","MTMR9",1,"A"
"STAT1","MUC1",1,"A"
"STAT1","MUC4",1,"A"
"STAT1","MVP",1,"A"
"STAT1","MX1",1,"A"
"STAT1","MYC",1,"A"
"STAT1","MYD88",1,"A"
"STAT1","NAA35",-1,"A"
"STAT1","NMI",1,"A"
"STAT1","NOS2",1,"A"
"STAT1","NOX5",1,"A"
"STAT1","NR1H4",-1,"A"
"STAT1","OAS1",1,"A"
"STAT1","OAS2",1,"A"
"STAT1","OAS3",1,"A"
"STAT1","OASL",1,"A"
"STAT1","OPRM1",1,"A"
"STAT1","PARP14",1,"A"
"STAT1","PIM1",1,"A"
"STAT1","PLAU",1,"A"
"STAT1","PLSCR1",1,"A"
"STAT1","PML",1,"A"
"STAT1","PPARA",1,"A"
"STAT1","PPIP5K2",1,"A"
"STAT1","PRF1",1,"A"
"STAT1","PRKCE",-1,"A"
"STAT1","PROS1",1,"A"
"STAT1","PSMB9",1,"A"
"STAT1","PTGFR",1,"A"
"STAT1","PTGS2",1,"A"
"STAT1","PTTG1IP",1,"A"
"STAT1","PWP2",1,"A"
"STAT1","RBAK",1,"A"
"STAT1","REV3L",1,"A"
"STAT1","RIPK1",1,"A"
"STAT1","RNF213",1,"A"
"STAT1","RPS24",-1,"A"
"STAT1","S100A10",1,"A"
"STAT1","SBNO2",1,"A"
"STAT1","SCARB1",1,"A"
"STAT1","SEMA4B",1,"A"
"STAT1","SLC2A2",1,"A"
"STAT1","SMARCA4",1,"A"
"STAT1","SNRNP27",1,"A"
"STAT1","SOCS1",1,"A"
"STAT1","SOCS2",1,"A"
"STAT1","SOCS3",1,"A"
"STAT1","SOCS4",1,"A"
"STAT1","SOCS5",1,"A"
"STAT1","SOCS6",1,"A"
"STAT1","SOCS7",1,"A"
"STAT1","STAT2",1,"A"
"STAT1","STAT3",1,"A"
"STAT1","TAP1",1,"A"
"STAT1","TBX21",1,"A"
"STAT1","TFF1",1,"A"
"STAT1","TH",1,"A"
"STAT1","TIMP1",1,"A"
"STAT1","TLR3",1,"A"
"STAT1","TNFRSF8",1,"A"
"STAT1","TNFSF11",1,"A"
"STAT1","TNFSF13B",1,"A"
"STAT1","TP53",1,"A"
"STAT1","TRIM25",1,"A"
"STAT1","UBR1",1,"A"
"STAT1","UPP1",1,"A"
"STAT1","VEGFA",1,"A"
"STAT1","VEGFC",1,"A"
"STAT1","VEGFD",1,"A"
"STAT1","VIP",1,"A"
"STAT1","VPS33B",1,"A"
"STAT1","WARS1",1,"A"
"STAT1","ZC3HAV1",1,"A"
"STAT1","ZFP1",1,"A"
"STAT1","ZFP30",1,"A"
"STAT1","ZNF107",1,"A"
"STAT1","ZNF112",1,"A"
"STAT1","ZNF114",1,"A"
"STAT1","ZNF12",1,"A"
"STAT1","ZNF124",1,"A"
"STAT1","ZNF140",1,"A"
"STAT1","ZNF155",1,"A"
"STAT1","ZNF157",1,"A"
"STAT1","ZNF169",1,"A"
"STAT1","ZNF175",1,"A"
"STAT1","ZNF181",1,"A"
"STAT1","ZNF184",1,"A"
"STAT1","ZNF19",1,"A"
"STAT1","ZNF200",1,"A"
"STAT1","ZNF205",1,"A"
"STAT1","ZNF222",1,"A"
"STAT1","ZNF226",1,"A"
"STAT1","ZNF227",1,"A"
"STAT1","ZNF23",1,"A"
"STAT1","ZNF230",1,"A"
"STAT1","ZNF235",1,"A"
"STAT1","ZNF25",1,"A"
"STAT1","ZNF251",1,"A"
"STAT1","ZNF254",1,"A"
"STAT1","ZNF267",1,"A"
"STAT1","ZNF268",1,"A"
"STAT1","ZNF273",1,"A"
"STAT1","ZNF282",1,"A"
"STAT1","ZNF302",1,"A"
"STAT1","ZNF311",1,"A"
"STAT1","ZNF331",1,"A"
"STAT1","ZNF333",1,"A"
"STAT1","ZNF337",1,"A"
"STAT1","ZNF33B",1,"A"
"STAT1","ZNF343",1,"A"
"STAT1","ZNF354A",1,"A"
"STAT1","ZNF367",-1,"A"
"STAT1","ZNF398",1,"A"
"STAT1","ZNF41",1,"A"
"STAT1","ZNF417",1,"A"
"STAT1","ZNF418",1,"A"
"STAT1","ZNF419",1,"A"
"STAT1","ZNF425",1,"A"
"STAT1","ZNF460",1,"A"
"STAT1","ZNF490",1,"A"
"STAT1","ZNF510",1,"A"
"STAT1","ZNF519",1,"A"
"STAT1","ZNF529",1,"A"
"STAT1","ZNF546",1,"A"
"STAT1","ZNF550",1,"A"
"STAT1","ZNF567",1,"A"
"STAT1","ZNF585A",1,"A"
"STAT1","ZNF589",1,"A"
"STAT1","ZNF596",1,"A"
"STAT1","ZNF599",1,"A"
"STAT1","ZNF613",1,"A"
"STAT1","ZNF619",1,"A"
"STAT1","ZNF630",1,"A"
"STAT1","ZNF655",1,"A"
"STAT1","ZNF669",1,"A"
"STAT1","ZNF670",1,"A"
"STAT1","ZNF680",1,"A"
"STAT1","ZNF689",1,"A"
"STAT1","ZNF713",1,"A"
"STAT1","ZNF721",1,"A"
"STAT1","ZNF746",1,"A"
"STAT1","ZNF764",1,"A"
"STAT1","ZNF777",1,"A"
"STAT1","ZNF778",1,"A"
"STAT1","ZNF782",1,"A"
"STAT1","ZNF786",1,"A"
"STAT1","ZNF79",1,"A"
"STAT1","ZNF8",1,"A"
"STAT1","ZNF81",1,"A"
"STAT1","ZNF84",1,"A"
"STAT1","ZNF860",1,"A"
"STAT1","ZNF875",1,"A"
"STAT1","ZNF878",1,"A"
"STAT1","ZNF879",1,"A"
"STAT2","BST2",1,"B"
"STAT2","CFB",1,"B"
"STAT2","IFIT3",1,"B"
"STAT2","IRF1",1,"B"
"STAT2","IRF7",1,"B"
"STAT2","MX1",1,"B"
"STAT2","OAS1",1,"B"
"STAT2","OAS2",1,"B"
"STAT2","PML",1,"B"
"STAT2","ADAR",1,"B"
"STAT2","ATP13A1",1,"B"
"STAT2","CMTR1",1,"B"
"STAT2","DDX60L",1,"B"
"STAT2","DHX58",1,"B"
"STAT2","DTX3L",1,"B"
"STAT2","EIF2AK2",1,"B"
"STAT2","EPSTI1",1,"B"
"STAT2","FAM111A",1,"B"
"STAT2","IFI35",1,"B"
"STAT2","ISG15",1,"B"
"STAT2","MOV10",1,"B"
"STAT2","MYD88",1,"B"
"STAT2","OAS3",1,"B"
"STAT2","OASL",1,"B"
"STAT2","PARP10",1,"B"
"STAT2","PARP14",1,"B"
"STAT2","PARP9",1,"B"
"STAT2","PIM1",1,"B"
"STAT2","PSMB8",1,"B"
"STAT2","SAMD9",1,"B"
"STAT2","SOCS1",1,"B"
"STAT2","SP110",1,"B"
"STAT2","SP140L",1,"B"
"STAT2","STAT1",1,"B"
"STAT2","TAP2",1,"B"
"STAT2","TRIM21",1,"B"
"STAT2","TRIM56",1,"B"
"STAT2","USF1",1,"B"
"STAT2","XAF1",1,"B"
"STAT3","A2M",1,"A"
"STAT3","BCL2",1,"A"
"STAT3","BCL2L1",1,"A"
"STAT3","BCL6",1,"A"
"STAT3","BIRC3",1,"A"
"STAT3","BIRC5",1,"A"
"STAT3","CCL2",1,"A"
"STAT3","CCND1",1,"A"
"STAT3","CCND2",1,"A"
"STAT3","CCND3",1,"A"
"STAT3","CD274",1,"A"
"STAT3","CDK4",1,"A"
"STAT3","CDKN1A",1,"A"
"STAT3","CFB",1,"A"
"STAT3","CHI3L1",1,"A"
"STAT3","CISH",1,"A"
"STAT3","COPS5",1,"A"
"STAT3","CRP",1,"A"
"STAT3","CSRP1",1,"A"
"STAT3","CYP19A1",1,"A"
"STAT3","EGFR",1,"A"
"STAT3","ESR1",1,"A"
"STAT3","ESR2",1,"A"
"STAT3","ETV6",1,"A"
"STAT3","FAS",-1,"A"
"STAT3","FOS",1,"A"
"STAT3","GFAP",1,"A"
"STAT3","HAMP",1,"A"
"STAT3","HIF1A",1,"A"
"STAT3","HMOX1",1,"A"
"STAT3","HSPB1",1,"A"
"STAT3","IFNAR1",1,"A"
"STAT3","IGF1",1,"A"
"STAT3","IL10",1,"A"
"STAT3","IL21",1,"A"
"STAT3","IL2RA",1,"A"
"STAT3","IL6",1,"A"
"STAT3","IL6ST",1,"A"
"STAT3","IRF1",1,"A"
"STAT3","JUNB",1,"A"
"STAT3","KLF11",1,"A"
"STAT3","LBP",1,"A"
"STAT3","LTBP1",-1,"A"
"STAT3","MCL1",1,"A"
"STAT3","MMP3",1,"A"
"STAT3","MUC1",1,"A"
"STAT3","MUC4",1,"A"
"STAT3","MYC",1,"A"
"STAT3","MYD88",1,"A"
"STAT3","NNMT",1,"A"
"STAT3","NOX5",1,"A"
"STAT3","OSM",1,"A"
"STAT3","PGF",-1,"A"
"STAT3","PIM1",1,"A"
"STAT3","PRF1",1,"A"
"STAT3","PTGS2",1,"A"
"STAT3","PTPN13",1,"A"
"STAT3","REG1A",1,"A"
"STAT3","RNLS",1,"A"
"STAT3","ROR1",1,"A"
"STAT3","RORA",1,"A"
"STAT3","S100A11",1,"A"
"STAT3","SAA1",1,"A"
"STAT3","SOCS1",1,"A"
"STAT3","SOCS3",1,"A"
"STAT3","STAT1",1,"A"
"STAT3","TIMP1",1,"A"
"STAT3","TP53",1,"A"
"STAT3","TRH",1,"A"
"STAT3","TWIST1",1,"A"
"STAT3","USP7",-1,"A"
"STAT3","VEGFA",1,"A"
"STAT3","VEGFB",1,"A"
"STAT3","VIP",1,"A"
"STAT3","ZFP36",1,"A"
"STAT4","IFNG",1,"B"
"STAT4","IL2RA",1,"B"
"STAT4","IRF1",1,"B"
"STAT4","MYC",1,"B"
"STAT4","PIM1",1,"B"
"STAT4","PRF1",1,"B"
"STAT4","S100A4",1,"B"
"STAT4","SOCS3",-1,"B"
"STAT4","TBX21",1,"B"
"STAT4","CCND2",1,"B"
"STAT5A","BCL2",1,"A"
"STAT5A","BCL2L1",1,"A"
"STAT5A","BCL6",1,"A"
"STAT5A","CCND1",1,"A"
"STAT5A","CCND2",-1,"A"
"STAT5A","CCND3",1,"A"
"STAT5A","CEL",1,"A"
"STAT5A","CSN2",1,"A"
"STAT5A","ESR1",1,"A"
"STAT5A","ESR2",1,"A"
"STAT5A","IFNG",1,"A"
"STAT5A","IGF1",1,"A"
"STAT5A","IL2RA",1,"A"
"STAT5A","IL6ST",1,"A"
"STAT5A","IRF1",1,"A"
"STAT5A","LONP1",1,"A"
"STAT5A","MUC1",1,"A"
"STAT5A","MYD88",1,"A"
"STAT5A","OSM",1,"A"
"STAT5A","PIM1",1,"A"
"STAT5A","PRF1",1,"A"
"STAT5B","BCL2L1",1,"A"
"STAT5B","BCL6",1,"A"
"STAT5B","CCND1",1,"A"
"STAT5B","CCND3",1,"A"
"STAT5B","CEL",1,"A"
"STAT5B","ESR1",1,"A"
"STAT5B","ESR2",1,"A"
"STAT5B","FCGR1A",1,"A"
"STAT5B","IFNG",1,"A"
"STAT5B","IGF1",1,"A"
"STAT5B","IL2RA",1,"A"
"STAT5B","IL6ST",1,"A"
"STAT5B","MUC1",1,"A"
"STAT5B","OSM",1,"A"
"STAT5B","PIM1",1,"A"
"STAT5B","PRF1",1,"A"
"STAT6","ALOX15",1,"A"
"STAT6","BCL2L1",1,"A"
"STAT6","CCL17",1,"A"
"STAT6","CISH",1,"A"
"STAT6","FOS",1,"A"
"STAT6","IL4",1,"A"
"STAT6","IRF1",1,"A"
"STAT6","RHOA",1,"A"
"STAT6","SLC26A4",1,"A"
"STAT6","SOCS1",1,"A"
"TAL1","ALDH1A2",1,"A"
"TAL1","BRF1",1,"A"
"TAL1","C3AR1",1,"A"
"TAL1","CD34",-1,"A"
"TAL1","CDH13",1,"A"
"TAL1","CDH23",1,"A"
"TAL1","CHST11",1,"A"
"TAL1","DOCK9",1,"A"
"TAL1","ELMO1",1,"A"
"TAL1","ERG",1,"A"
"TAL1","MYB",1,"A"
"TAL1","NBAS",1,"A"
"TAL1","NFKB1",-1,"A"
"TAL1","PLEKHO1",1,"A"
"TAL1","PPP3CA",1,"A"
"TAL1","SSH2",1,"A"
"TAL1","UBE2H",1,"A"
"TAL1","USP34",1,"A"
"TBP","APP",1,"C"
"TBP","CDKN1A",1,"C"
"TBP","FN1",1,"C"
"TBP","FUS",-1,"C"
"TBP","LIN28B",1,"C"
"TBP","MYC",1,"C"
"TBP","PMF1",1,"C"
"TBP","ACTB",1,"C"
"TBP","ABT1",1,"C"
"TBP","ANXA2",1,"C"
"TBP","BSG",1,"C"
"TBP","CFLAR",1,"C"
"TBP","CYRIB",1,"C"
"TBP","DES",1,"C"
"TBP","DIO2",1,"C"
"TBP","DNAJB12",1,"C"
"TBP","FBXL5",1,"C"
"TBP","HBP1",1,"C"
"TBP","HIVEP1",1,"C"
"TBP","IER5",1,"C"
"TBP","IL10",1,"C"
"TBP","IL13",1,"C"
"TBP","ITPR1",1,"C"
"TBP","KDM2A",1,"C"
"TBP","KIAA1522",1,"C"
"TBP","KLF6",1,"C"
"TBP","LIMA1",1,"C"
"TBP","LUC7L2",1,"C"
"TBP","MB",1,"C"
"TBP","NCOR2",1,"C"
"TBP","PICALM",1,"C"
"TBP","PNKP",1,"C"
"TBP","PRPF31",1,"C"
"TBP","PRRC2B",1,"C"
"TBP","RABGAP1L",1,"C"
"TBP","RUNX1",1,"C"
"TBP","SAMD4A",1,"C"
"TBP","SEC22C",1,"C"
"TBP","SERPINE1",1,"C"
"TBP","SMTN",1,"C"
"TBP","ST6GAL1",1,"C"
"TBP","TGIF1",1,"C"
"TBP","THUMPD3",1,"C"
"TBP","USP3",1,"C"
"TBP","USP45",1,"C"
"TBP","ZMYND8",1,"C"
"TBX21","CXCR3",1,"C"
"TBX21","GATA3",1,"C"
"TBX21","IFNG",1,"C"
"TBX21","IL4",-1,"C"
"TBX21","AKNA",1,"C"
"TBX21","IL12RB2",1,"C"
"TBX21","IL21R",1,"C"
"TBX21","SEMA4D",1,"C"
"TBX21","SLAMF7",1,"C"
"TBX21","ADD3",1,"C"
"TBX21","ANK3",1,"C"
"TBX21","ARHGAP25",1,"C"
"TBX21","AUTS2",1,"C"
"TBX21","CCDC88C",1,"C"
"TBX21","CD226",1,"C"
"TBX21","CHN2",1,"C"
"TBX21","CIITA",1,"C"
"TBX21","CLMN",1,"C"
"TBX21","CRTAM",1,"C"
"TBX21","CXCR4",1,"C"
"TBX21","CYTH1",1,"C"
"TBX21","CYTIP",1,"C"
"TBX21","DENND3",1,"C"
"TBX21","DOCK10",1,"C"
"TBX21","DOCK2",1,"C"
"TBX21","EBF1",1,"C"
"TBX21","EGR2",1,"C"
"TBX21","ERN1",1,"C"
"TBX21","EVL",1,"C"
"TBX21","FYN",1,"C"
"TBX21","GALNT10",1,"C"
"TBX21","GAS7",1,"C"
"TBX21","GFI1",1,"C"
"TBX21","GRAMD1B",1,"C"
"TBX21","GRAP2",1,"C"
"TBX21","HIVEP1",1,"C"
"TBX21","IKZF1",1,"C"
"TBX21","IKZF3",1,"C"
"TBX21","IL10RA",1,"C"
"TBX21","IL1R1",1,"C"
"TBX21","INPP5D",1,"C"
"TBX21","IRF4",1,"C"
"TBX21","ITK",1,"C"
"TBX21","KDM2B",1,"C"
"TBX21","KIAA2026",1,"C"
"TBX21","KLHL6",1,"C"
"TBX21","KSR1",1,"C"
"TBX21","LRIG1",1,"C"
"TBX21","MTSS1",1,"C"
"TBX21","NLRC5",1,"C"
"TBX21","PAH",1,"C"
"TBX21","PARP15",1,"C"
"TBX21","PDE4D",1,"C"
"TBX21","PLAC8",1,"C"
"TBX21","PLEC",1,"C"
"TBX21","PRKCQ",1,"C"
"TBX21","PRLR",1,"C"
"TBX21","PSTPIP1",1,"C"
"TBX21","RAB27A",1,"C"
"TBX21","RAC2",1,"C"
"TBX21","RASGRP1",1,"C"
"TBX21","RASSF5",1,"C"
"TBX21","RGS3",1,"C"
"TBX21","RHOH",1,"C"
"TBX21","RREB1",1,"C"
"TBX21","SEPTIN9",1,"C"
"TBX21","SH3BP5",1,"C"
"TBX21","SMYD3",1,"C"
"TBX21","STK17B",1,"C"
"TBX21","SYNE2",1,"C"
"TBX21","TBC1D14",1,"C"
"TBX21","TCF7",1,"C"
"TBX21","TIAM1",1,"C"
"TBX21","TMC6",1,"C"
"TBX21","TMEM131",1,"C"
"TBX21","TNFRSF8",1,"C"
"TBX21","TOX2",1,"C"
"TCF12","ERC1",1,"C"
"TCF12","PPP3CA",1,"C"
"TCF12","WWTR1",1,"C"
"TCF12","ABLIM1",1,"C"
"TCF12","ABR",1,"C"
"TCF12","ADGRL2",1,"C"
"TCF12","ANTXR2",1,"C"
"TCF12","ARHGAP23",1,"C"
"TCF12","ARHGEF3",1,"C"
"TCF12","ARID1B",1,"C"
"TCF12","BNC2",1,"C"
"TCF12","CAST",1,"C"
"TCF12","CCDC12",1,"C"
"TCF12","CEMIP2",1,"C"
"TCF12","CHD9",1,"C"
"TCF12","CLIP2",1,"C"
"TCF12","CNIH3",1,"C"
"TCF12","CRIM1",1,"C"
"TCF12","CTNNA1",1,"C"
"TCF12","CUEDC1",1,"C"
"TCF12","DAAM1",1,"C"
"TCF12","DIP2C",1,"C"
"TCF12","DPYSL2",1,"C"
"TCF12","FNDC3B",1,"C"
"TCF12","FOXP1",1,"C"
"TCF12","FTO",1,"C"
"TCF12","GAS7",1,"C"
"TCF12","HIVEP3",1,"C"
"TCF12","IQGAP2",1,"C"
"TCF12","ITPR2",1,"C"
"TCF12","JARID2",1,"C"
"TCF12","JAZF1",1,"C"
"TCF12","KDM2B",1,"C"
"TCF12","KLF13",1,"C"
"TCF12","LIMCH1",1,"C"
"TCF12","LIMS1",1,"C"
"TCF12","LPP",1,"C"
"TCF12","LRCH1",1,"C"
"TCF12","LTBP1",1,"C"
"TCF12","MACF1",1,"C"
"TCF12","MBNL1",1,"C"
"TCF12","MED15",1,"C"
"TCF12","NFIB",1,"C"
"TCF12","NRP2",1,"C"
"TCF12","PALLD",1,"C"
"TCF12","PARD3B",1,"C"
"TCF12","PC",1,"C"
"TCF12","PDE4D",1,"C"
"TCF12","PLCB1",1,"C"
