"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.12649417158063e-21,1.70414282849674,0.142,0.052,4.74654764038512e-17,"5","APOC2"
1.12506766646118e-47,1.67897014747153,0.271,0.093,2.51126353830801e-43,"5","SLC12A5"
4.29525830633135e-22,1.6185463062604,0.1,0.028,9.58744606556221e-18,"5","ACACB"
7.66130011967582e-83,1.61540175046986,0.501,0.189,1.71007879971284e-78,"5","CX3CR1"
3.80969790968457e-123,1.58979967168567,0.697,0.293,8.50362670420693e-119,"5","LTC4S"
7.36303256298556e-25,1.55906741522837,0.126,0.038,1.64350249838401e-20,"5","FAM110B"
4.02966007018708e-17,1.52798470947915,0.119,0.045,8.99460424266457e-13,"5","CHRNA6"
1.16039960796011e-82,1.4947610787306,0.639,0.307,2.59012796492775e-78,"5","BHLHE41"
2.24623793503971e-114,1.48890030502551,0.676,0.282,5.01382769480215e-110,"5","GPR34"
1.65363587202208e-65,1.48119905317909,0.386,0.137,3.69108062994049e-61,"5","HPGDS"
3.31076924142401e-70,1.46403035295154,0.588,0.293,7.38996802378253e-66,"5","P2RY13"
3.23042092288985e-37,1.39678263986348,0.221,0.075,7.21062254198244e-33,"5","KCNQ3"
7.88912276996602e-144,1.36662861470703,0.894,0.426,1.76093109348412e-139,"5","TREM2"
2.86417223483985e-83,1.314744054181,0.592,0.251,6.39311884538602e-79,"5","FCGBP"
8.11236860315818e-28,1.31052885675943,0.196,0.074,1.81076179591094e-23,"5","SEMA4C"
4.09200479088092e-69,1.28231077034728,0.685,0.405,9.1337638937253e-65,"5","TCOF1"
7.93023891080554e-111,1.28077774037089,0.851,0.462,1.7701086272809e-106,"5","C3"
2.09109683411848e-28,1.27338466961676,0.226,0.092,4.66753724343585e-24,"5","PADI2"
1.71980405400829e-11,1.27251431438208,0.122,0.058,3.8387746289519e-07,"5","L3MBTL4-AS1"
7.79408861744629e-241,5.53882692993602,0.235,0.007,1.73971852030019e-236,"3","KIF20A"
3.82772732946815e-219,5.47128073507057,0.204,0.005,8.54387017210587e-215,"3","HIST1H3G"
3.09361820765116e-293,5.15773550413529,0.297,0.01,6.90526520129814e-289,"3","KIF15"
0,5.14664422530088,0.376,0.014,0,"3","RRM2"
4.12828277344864e-241,5.07658761266988,0.231,0.006,9.21473997861471e-237,"3","DEPDC1B"
5.51295210806342e-301,4.99954945084935,0.289,0.008,1.23054604004084e-296,"3","HJURP"
8.5336938370555e-210,4.99281971462096,0.184,0.003,1.90480580136916e-205,"3","E2F8"
1.25757920546027e-267,4.98436235434734,0.267,0.009,2.80704254450786e-263,"3","SPC24"
6.01436843520236e-171,4.96696730591426,0.167,0.005,1.34246717842152e-166,"3","NEK2"
0,4.95066200961756,0.449,0.013,0,"3","GTSE1"
1.46193813890775e-184,4.88163363827797,0.185,0.006,3.26319211985599e-180,"3","SKA1"
2.34214280499267e-249,4.859068873183,0.236,0.006,5.22789695502414e-245,"3","HIST1H3B"
9.24593312823759e-312,4.82779554635999,0.319,0.012,2.06378473355391e-307,"3","DLGAP5"
